#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
26.0, Brice McCain, Brice McCain2011,2011.0,HST,CB,430.0,5.0,0.3,7.2,-1.4,-1.1,36586.0,0.0,1.0,2.0,24.0,1.0,1.0,10.0,49.0,24.0,49.0,251.0,10.5,89.0,25.0,0.0,2.0,7.0,47.2
27.0, Aaron Berry, Aaron Berry2011,2011.0,DET,CB,411.0,4.8,0.0,3.0,0.9,0.9,36526.0,0.0,0.0,0.0,29.0,1.0,2.0,9.0,46.0,29.0,63.0,345.0,11.9,58.0,38.0,1.0,0.0,4.0,93.1
28.0, Tramon Williams, Tramon Williams2011,2011.0,GB,CB,1016.0,4.6,-0.7,6.3,-4.2,3.2,41306.0,0.0,1.0,2.0,55.0,9.0,16.0,12.0,108.0,61.0,56.5,1034.0,17.0,341.0,72.0,2.0,4.0,12.0,79.8
29.0, Javier Arenas, Javier Arenas2011,2011.0,KC,CB,382.0,4.4,1.7,1.3,1.5,-0.1,36557.0,1.0,3.0,3.0,26.0,3.0,4.0,6.0,37.0,23.0,62.2,253.0,11.0,70.0,27.0,0.0,2.0,4.0,59.9
29.0, Aqib Talib, Aqib Talib2011,2011.0,TB,CB,704.0,4.4,-0.1,5.2,2.1,-2.8,41426.0,0.0,0.0,0.0,34.0,1.0,8.0,12.0,51.0,28.0,54.9,479.0,17.1,316.0,87.0,6.0,2.0,5.0,109.8
31.0, Kyle Arrington, Kyle Arrington2011,2011.0,NE,CB,991.0,4.0,-0.7,-0.8,3.7,1.8,41334.0,0.0,0.0,1.0,63.0,8.0,3.0,8.0,101.0,55.0,54.5,817.0,14.9,197.0,58.0,5.0,7.0,6.0,68.8
32.0, Brandon Carr, Brandon Carr2011,2011.0,KC,CB,1030.0,3.8,0.4,5.8,-2.6,0.2,41396.0,0.0,0.0,1.0,42.0,2.0,5.0,9.0,79.0,39.0,49.4,511.0,13.1,148.0,34.0,3.0,4.0,7.0,61.7
33.0, Corey Graham, Corey Graham2011,2011.0,CHI,CB,89.0,3.7,0.6,3.1,-0.4,0.4,0-0,0.0,1.0,0.0,7.0,1.0,3.0,6.0,10.0,7.0,70.0,47.0,6.7,31.0,10.0,0.0,3.0,0.0,40.4
34.0, Danny Gorrer, Danny Gorrer2011,2011.0,BLT,CB,99.0,3.5,0.0,4.1,0.0,-0.6,41275.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,13.0,5.0,38.5,44.0,8.8,12.0,12.0,0.0,0.0,4.0,48.2
35.0, Byron Westbrook, Byron Westbrook2011,2011.0,WAS,CB,127.0,3.3,-0.4,3.0,0.1,0.6,0-0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,6.0,50.0,86.0,14.3,36.0,24.0,0.0,0.0,2.0,73.6
36.0, Tarell Brown, Tarell Brown2011,2011.0,SF,CB,1030.0,3.1,-0.6,2.9,1.1,-0.3,41395.0,0.0,0.0,0.0,39.0,2.0,3.0,11.0,78.0,42.0,53.8,607.0,14.5,159.0,61.0,3.0,4.0,7.0,70.8
36.0, Morgan Trent, Morgan Trent2011,2011.0,JAX,CB,169.0,3.1,0.0,3.4,-1.1,0.8,0-0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,13.0,7.0,53.8,61.0,8.7,12.0,19.0,0.0,2.0,2.0,26.9
36.0, Leodis McKelvin, Leodis McKelvin2011,2011.0,BUF,CB,514.0,3.1,0.0,4.4,-2.7,1.4,36526.0,0.0,0.0,0.0,28.0,7.0,5.0,9.0,45.0,27.0,60.0,455.0,16.9,115.0,58.0,3.0,1.0,7.0,107.2
39.0, Chris Cook, Chris Cook2011,2011.0,MIN,CB,263.0,3.0,0.0,3.0,0.8,-0.8,36557.0,0.0,0.0,0.0,15.0,2.0,1.0,2.0,25.0,15.0,60.0,187.0,12.5,36.0,32.0,1.0,0.0,4.0,96.6
39.0, Roderick Hood, Roderick Hood2011,2011.0,SL,CB,297.0,3.0,0.0,1.5,1.2,0.3,36557.0,0.0,0.0,0.0,17.0,3.0,2.0,7.0,24.0,13.0,54.2,95.0,7.3,35.0,16.0,0.0,1.0,3.0,46.4
41.0, Jerraud Powers, Jerraud Powers2011,2011.0,IND,CB,804.0,2.8,0.0,-0.5,-0.3,3.6,0-0,0.0,0.0,0.0,44.0,7.0,6.0,18.0,59.0,41.0,69.5,508.0,12.4,310.0,57.0,3.0,2.0,3.0,98.7
42.0, Dimitri Patterson, Dimitri Patterson2011,2011.0,CLV,CB,558.0,2.5,-0.4,5.3,-1.1,-1.3,36617.0,0.0,0.0,2.0,23.0,2.0,1.0,7.0,67.0,35.0,52.2,429.0,12.3,216.0,57.0,0.0,0.0,11.0,72.3
43.0, Vontae Davis, Vontae Davis2011,2011.0,MIA,CB,699.0,2.2,1.5,3.0,-1.6,-0.7,41365.0,1.0,1.0,1.0,39.0,4.0,8.0,16.0,66.0,36.0,54.5,496.0,13.8,124.0,46.0,3.0,4.0,6.0,68.8
43.0, Benny Sapp, Benny Sapp2011,2011.0,MIN,CB,384.0,2.2,-0.1,-1.3,1.8,1.8,0-0,0.0,0.0,0.0,20.0,5.0,4.0,8.0,29.0,20.0,69.0,224.0,11.2,106.0,29.0,2.0,0.0,3.0,114.7
43.0, Leon Hall, Leon Hall2011,2011.0,CIN,CB,557.0,2.2,0.0,3.0,-2.4,1.6,36526.0,0.0,0.0,0.0,28.0,4.0,4.0,5.0,48.0,30.0,62.5,393.0,13.1,104.0,55.0,2.0,2.0,5.0,84.8
43.0, Drew Coleman, Drew Coleman2011,2011.0,JAX,CB,514.0,2.2,0.2,2.1,-1.3,1.2,36526.0,2.0,0.0,1.0,32.0,6.0,5.0,19.0,65.0,46.0,70.8,437.0,9.5,246.0,30.0,2.0,2.0,4.0,86.5
43.0, Brandon Browner, Brandon Browner2011,2011.0,SEA,CB,1100.0,2.2,-0.1,9.0,2.9,-9.6,15-2,0.0,0.0,0.0,50.0,2.0,3.0,11.0,95.0,54.0,56.8,830.0,15.4,204.0,53.0,3.0,6.0,15.0,70.1
48.0, William Gay, William Gay2011,2011.0,PIT,CB,970.0,2.1,-0.2,-0.7,2.0,1.0,41365.0,0.0,0.0,4.0,55.0,6.0,5.0,24.0,83.0,44.0,53.0,457.0,10.4,136.0,27.0,2.0,2.0,8.0,67.2
49.0, Mike Jenkins, Mike Jenkins2011,2011.0,DAL,CB,607.0,2.0,-0.2,-1.1,0.6,2.7,0-0,0.0,0.0,0.0,21.0,2.0,4.0,5.0,54.0,28.0,51.9,340.0,12.1,102.0,36.0,4.0,1.0,5.0,88.5
50.0, Sterling Moore, Sterling Moore2011,2011.0,NE,CB,52.0,1.8,-0.2,1.7,0.0,0.3,0-0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,37.5,48.0,16.0,6.0,33.0,1.0,2.0,0.0,58.3
51.0, Tramaine Brock, Tramaine Brock2011,2011.0,SF,CB,91.0,1.7,0.0,2.4,0.0,-0.7,36526.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,3.0,33.3,72.0,24.0,47.0,53.0,1.0,2.0,2.0,60.6
52.0, Chris Culliver, Chris Culliver2011,2011.0,SF,CB,425.0,1.6,0.0,1.5,0.2,-0.1,41306.0,0.0,0.0,0.0,35.0,1.0,3.0,2.0,53.0,30.0,56.6,280.0,9.3,95.0,36.0,2.0,1.0,5.0,76.0
52.0, Leigh Bodden, Leigh Bodden2011,2011.0,NE,CB,222.0,1.6,0.0,3.2,0.3,-1.9,41334.0,0.0,0.0,0.0,13.0,2.0,0.0,3.0,22.0,12.0,54.5,192.0,16.0,68.0,48.0,1.0,0.0,4.0,99.1
54.0, Adam Jones, Adam Jones2011,2011.0,CIN,CB,448.0,1.5,0.0,3.0,-0.6,-0.9,41334.0,0.0,0.0,0.0,28.0,1.0,3.0,6.0,32.0,16.0,50.0,219.0,13.7,49.0,45.0,1.0,0.0,3.0,82.7
55.0, Johnny Patrick, Johnny Patrick2011,2011.0,NO,CB,46.0,1.4,-0.1,1.3,0.0,0.2,0-0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,8.0,5.0,62.5,37.0,7.4,10.0,11.0,0.0,0.0,0.0,73.4
56.0, Josh Wilson, Josh Wilson2011,2011.0,WAS,CB,972.0,1.3,-0.1,3.2,-2.3,0.5,41395.0,0.0,0.0,0.0,54.0,8.0,9.0,10.0,92.0,46.0,50.0,607.0,13.2,213.0,36.0,5.0,2.0,10.0,80.3
56.0, Don Carey, Don Carey2011,2011.0,DET,CB,45.0,1.3,-0.1,1.7,-0.5,0.2,0-0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,8.0,7.0,87.5,50.0,7.1,13.0,15.0,1.0,0.0,1.0,132.3
58.0, Jabari Greer, Jabari Greer2011,2011.0,NO,CB,1016.0,1.2,-0.3,-1.7,1.8,1.4,41334.0,0.0,0.0,0.0,68.0,3.0,17.0,30.0,121.0,67.0,55.4,791.0,11.8,353.0,54.0,3.0,1.0,14.0,80.3
59.0, Shawntae Spencer, Shawntae Spencer2011,2011.0,SF,CB,88.0,1.1,-0.1,0.8,0.1,0.3,0-0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,5.0,50.0,29.0,5.8,9.0,8.0,0.0,0.0,1.0,56.3
59.0, Marquice Cole, Marquice Cole2011,2011.0,NYJ,CB,19.0,1.1,0.3,0.7,0.0,0.1,0-0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,100.0,12.0,6.0,4.0,6.0,0.0,0.0,0.0,91.7
59.0, Michael Coe, Michael Coe2011,2011.0,NYG,CB,54.0,1.1,0.0,-0.3,1.1,0.3,0-0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,4.0,44.4,52.0,13.0,5.0,19.0,1.0,0.0,1.0,100.2
62.0, Jason Allen, Jason Allen2011,2011.0,HST,CB,508.0,1.0,0.0,-0.6,1.5,0.1,36557.0,0.0,0.0,0.0,34.0,3.0,3.0,4.0,71.0,36.0,50.7,435.0,12.1,118.0,34.0,4.0,4.0,4.0,65.2
63.0, David Jones, David Jones2011,2011.0,JAX,CB,26.0,0.9,0.0,1.2,-0.4,0.1,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,33.3,8.0,8.0,5.0,8.0,0.0,0.0,1.0,42.4
63.0, Richard Marshall, Richard Marshall2011,2011.0,ARZ,CB,849.0,0.9,1.1,4.9,-3.0,-2.1,36678.0,2.0,1.0,2.0,68.0,2.0,8.0,27.0,54.0,28.0,51.9,394.0,14.1,130.0,95.0,2.0,3.0,5.0,64.9
63.0, Rashean Mathis, Rashean Mathis2011,2011.0,JAX,CB,542.0,0.9,0.0,-1.4,2.8,-0.5,36586.0,0.0,0.0,0.0,32.0,0.0,6.0,15.0,45.0,30.0,66.7,383.0,12.8,170.0,80.0,3.0,1.0,2.0,106.1
66.0, Donald Strickland, Donald Strickland2011,2011.0,NYJ,CB,330.0,0.8,-0.8,0.3,1.3,0.0,36557.0,1.0,1.0,4.0,27.0,2.0,3.0,5.0,50.0,28.0,56.0,334.0,11.9,165.0,30.0,2.0,0.0,3.0,89.9
67.0, Nathan Jones, Nathan Jones2011,2011.0,NE,CB,176.0,0.7,-0.2,-0.3,0.4,0.8,0-0,0.0,0.0,0.0,11.0,4.0,0.0,3.0,18.0,15.0,83.3,147.0,9.8,67.0,23.0,1.0,0.0,0.0,119.2
68.0, Aaron Ross, Aaron Ross2011,2011.0,NYG,CB,999.0,0.6,-0.2,-1.6,1.3,1.1,41366.0,0.0,1.0,0.0,48.0,10.0,3.0,11.0,84.0,57.0,67.9,811.0,14.2,229.0,68.0,6.0,4.0,8.0,102.8
68.0, Curtis Marsh, Curtis Marsh2011,2011.0,PHI,CB,13.0,0.6,0.0,0.6,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.6
70.0, Joe McKnight (Def.), Joe McKnight (Def.)2011,2011.0,NYJ,CB,1.0,0.4,0.4,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0, Bryan McCann, Bryan McCann2011,2011.0,DAL,CB,35.0,0.4,-0.3,0.5,0.0,0.2,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,26.0,26.0,2.0,26.0,1.0,0.0,1.0,88.3
72.0, Chykie Brown, Chykie Brown2011,2011.0,BLT,CB,12.0,0.3,0.0,0.2,0.0,0.1,0-0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,75.0,30.0,10.0,11.0,12.0,0.0,0.0,0.0,95.8
72.0, Walter Thurmond, Walter Thurmond2011,2011.0,SEA,CB,206.0,0.3,-1.4,1.1,-0.3,0.9,0-0,0.0,0.0,1.0,7.0,3.0,3.0,2.0,21.0,12.0,57.1,140.0,11.7,39.0,41.0,1.0,0.0,3.0,93.4
74.0, James Dockery, James Dockery2011,2011.0,CLV,CB,14.0,0.2,0.0,0.1,0.1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
75.0, Josh Thomas, Josh Thomas2011,2011.0,CAR,CB,4.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0, Shareece Wright, Shareece Wright2011,2011.0,SD,CB,4.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0, Brian Williams, Brian Williams2011,2011.0,NYG,CB,13.0,0.1,-0.1,-0.3,0.5,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,9.0,9.0,5.0,9.0,0.0,0.0,0.0,104.2
78.0, Nate Clements, Nate Clements2011,2011.0,CIN,CB,950.0,0.0,-0.2,-4.4,3.3,1.3,36617.0,1.0,3.0,3.0,52.0,6.0,7.0,18.0,104.0,54.0,51.9,712.0,13.2,222.0,56.0,4.0,2.0,4.0,78.7
78.0, Julian Edelman (Def.), Julian Edelman (Def.)2011,2011.0,NE,CB,94.0,0.0,0.1,1.4,-1.0,-0.5,41275.0,0.0,1.0,0.0,10.0,3.0,3.0,3.0,5.0,3.0,60.0,30.0,10.0,5.0,19.0,0.0,0.0,0.0,77.1
78.0, C.J. Spillman, C.J. Spillman2011,2011.0,SF,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, T.J. Heath, T.J. Heath2011,2011.0,JAX,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, Justin Tryon, Justin Tryon2011,2011.0,NYG,CB,30.0,0.0,0.0,-0.1,0.0,0.1,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,60.0,83.0,27.7,71.0,60.0,1.0,0.0,1.0,143.8
78.0, Bryan McCann, Bryan McCann2011,2011.0,OAK,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, Derrick Martin, Derrick Martin2011,2011.0,NYG,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, Byron Maxwell, Byron Maxwell2011,2011.0,SEA,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, Jeromy Miles, Jeromy Miles2011,2011.0,CIN,CB,4.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0, Terrence McGee, Terrence McGee2011,2011.0,BUF,CB,285.0,0.0,-0.5,-2.1,2.2,0.4,36557.0,0.0,0.0,0.0,26.0,2.0,0.0,7.0,29.0,20.0,69.0,213.0,10.7,61.0,25.0,1.0,0.0,1.0,101.7
78.0, Marquis Johnson, Marquis Johnson2011,2011.0,SL,CB,101.0,0.0,0.1,0.9,-1.4,0.4,0-0,0.0,0.0,1.0,5.0,1.0,3.0,3.0,10.0,6.0,60.0,72.0,12.0,21.0,25.0,1.0,0.0,2.0,115.4
78.0, Brandon Ghee, Brandon Ghee2011,2011.0,CIN,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Ras-I Dowling, Ras-I Dowling2011,2011.0,NE,CB,93.0,-0.1,0.0,0.3,0.2,-0.6,41275.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,3.0,42.9,74.0,24.7,15.0,26.0,0.0,0.0,0.0,81.8
91.0, Darrin Walls, Darrin Walls2011,2011.0,ATL,CB,17.0,-0.2,0.0,-0.2,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,50.0,38.0,12.7,12.0,16.0,1.0,1.0,1.0,70.1
92.0, Bryant McFadden, Bryant McFadden2011,2011.0,PIT,CB,70.0,-0.3,0.0,-0.2,-0.4,0.3,0-0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,4.0,40.0,74.0,18.5,18.0,29.0,1.0,0.0,1.0,99.6
92.0, Cary Williams, Cary Williams2011,2011.0,BLT,CB,980.0,-0.3,-0.8,-0.6,1.4,-0.3,36647.0,0.0,0.0,1.0,65.0,9.0,5.0,10.0,111.0,58.0,52.3,822.0,14.2,218.0,58.0,4.0,0.0,14.0,88.5
92.0, Charles Woodson, Charles Woodson2011,2011.0,GB,CB,1005.0,-0.3,-3.1,4.6,0.8,-2.6,41519.0,3.0,0.0,8.0,66.0,6.0,15.0,29.0,79.0,49.0,62.0,566.0,11.6,234.0,62.0,4.0,7.0,6.0,63.6
95.0, Rashied Davis (Def.), Rashied Davis (Def.)2011,2011.0,DET,CB,5.0,-0.4,0.0,-0.4,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,7.0,12.0,0.0,0.0,0.0,116.7
95.0, Chris Smith, Chris Smith2011,2011.0,SL,CB,4.0,-0.4,0.0,-0.4,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,56.3
95.0, Brandyn Thompson, Brandyn Thompson2011,2011.0,WAS,CB,4.0,-0.4,0.0,-0.4,0.0,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,3.0,12.0,0.0,0.0,0.0,116.7
98.0, Nathan Jones, Nathan Jones2011,2011.0,MIA,CB,1.0,-0.5,0.0,-0.5,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,112.5
98.0, Patrick Lee, Patrick Lee2011,2011.0,GB,CB,17.0,-0.5,-0.2,-0.3,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,23.0,23.0,3.0,23.0,0.0,0.0,0.0,118.8
98.0, Antonio Cromartie, Antonio Cromartie2011,2011.0,NYJ,CB,970.0,-0.5,0.0,4.8,-2.6,-2.7,41456.0,0.0,0.0,0.0,39.0,5.0,7.0,12.0,84.0,39.0,46.4,566.0,14.5,108.0,46.0,6.0,4.0,8.0,72.8
98.0, Jalil Brown, Jalil Brown2011,2011.0,KC,CB,31.0,-0.5,0.0,-0.6,0.0,0.1,0-0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,75.0,27.0,9.0,17.0,17.0,1.0,0.0,0.0,132.3
98.0, Brandon Hogan, Brandon Hogan2011,2011.0,CAR,CB,57.0,-0.5,0.0,-0.2,-0.5,0.2,0-0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,118.8
103.0, Brandon Harris, Brandon Harris2011,2011.0,HST,CB,28.0,-0.6,0.4,-0.6,-0.5,0.1,0-0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,66.7,30.0,15.0,-3.0,23.0,1.0,0.0,0.0,138.9
103.0, Cedric Griffin, Cedric Griffin2011,2011.0,MIN,CB,955.0,-0.6,-0.5,2.3,2.8,-5.2,41551.0,0.0,0.0,2.0,61.0,6.0,6.0,15.0,67.0,44.0,65.7,594.0,13.5,213.0,52.0,5.0,1.0,7.0,112.4
105.0, Devin McCourty, Devin McCourty2011,2011.0,NE,CB,924.0,-0.8,0.0,-4.5,4.2,-0.5,41395.0,0.0,0.0,1.0,73.0,13.0,9.0,19.0,101.0,62.0,61.4,1004.0,16.2,242.0,51.0,6.0,2.0,8.0,106.2
106.0, Marshay Green, Marshay Green2011,2011.0,ARZ,CB,13.0,-0.9,-0.1,-0.9,0.0,0.1,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,100.0,70.0,35.0,10.0,61.0,1.0,0.0,0.0,158.3
106.0, Ike Taylor, Ike Taylor2011,2011.0,PIT,CB,1004.0,-0.9,-0.4,3.8,0.5,-4.8,41519.0,0.0,0.0,0.0,36.0,4.0,3.0,9.0,96.0,40.0,41.7,455.0,11.4,108.0,43.0,2.0,2.0,9.0,54.8
106.0, Chris Carr, Chris Carr2011,2011.0,BLT,CB,191.0,-0.9,-0.4,1.1,-0.3,-1.3,36557.0,1.0,0.0,1.0,15.0,3.0,2.0,4.0,21.0,15.0,71.4,139.0,9.3,51.0,24.0,0.0,0.0,2.0,89.2
109.0, Isaiah Trufant, Isaiah Trufant2011,2011.0,NYJ,CB,6.0,-1.0,-0.1,-0.9,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,18.0,18.0,11.0,18.0,0.0,0.0,0.0,118.8
110.0, Justin Rogers, Justin Rogers2011,2011.0,BUF,CB,216.0,-1.1,-0.1,-0.1,-1.7,0.8,0-0,0.0,0.0,0.0,12.0,1.0,3.0,4.0,22.0,15.0,68.2,175.0,11.7,76.0,26.0,2.0,1.0,3.0,103.4
110.0, Will Blackmon, Will Blackmon2011,2011.0,NYG,CB,17.0,-1.1,0.0,-1.2,0.0,0.1,0-0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,100.0,48.0,24.0,8.0,27.0,0.0,0.0,0.0,118.8
110.0, A.J. Jefferson, A.J. Jefferson2011,2011.0,ARZ,CB,817.0,-1.1,-0.1,-5.5,4.7,-0.2,36617.0,0.0,0.0,0.0,66.0,3.0,5.0,18.0,101.0,62.0,61.4,778.0,12.5,190.0,37.0,2.0,1.0,10.0,87.8
110.0, Cortez Allen, Cortez Allen2011,2011.0,PIT,CB,60.0,-1.1,0.4,-1.1,-0.5,0.1,0-0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,11.0,9.0,81.8,86.0,9.6,31.0,17.0,0.0,0.0,0.0,99.2
114.0, Jonathan Wilhite, Jonathan Wilhite2011,2011.0,DEN,CB,211.0,-1.2,2.3,-2.1,-0.3,-1.1,36557.0,2.0,2.0,1.0,22.0,1.0,1.0,10.0,37.0,30.0,81.1,299.0,10.0,93.0,43.0,1.0,1.0,1.0,98.1
114.0, Brandon King, Brandon King2011,2011.0,IND,CB,19.0,-1.2,0.0,-1.2,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,80.0,34.0,8.5,22.0,11.0,1.0,0.0,0.0,134.6
114.0, Domonique Foxworth, Domonique Foxworth2011,2011.0,BLT,CB,61.0,-1.2,0.0,-1.5,0.0,0.3,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,5.0,83.3,80.0,16.0,17.0,28.0,1.0,0.0,0.0,158.3
117.0, Myron Lewis, Myron Lewis2011,2011.0,TB,CB,78.0,-1.3,0.0,-0.9,0.3,-0.7,36526.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,66.7,54.0,27.0,24.0,40.0,1.0,0.0,0.0,149.3
117.0, Kennard Cox, Kennard Cox2011,2011.0,SEA,CB,24.0,-1.3,-0.2,-0.7,-0.5,0.1,0-0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,66.7,26.0,13.0,26.0,19.0,0.0,0.0,0.0,93.7
119.0, Joselio Hanson, Joselio Hanson2011,2011.0,PHI,CB,408.0,-1.6,-0.8,-1.6,0.0,0.8,36526.0,0.0,0.0,1.0,27.0,2.0,3.0,11.0,45.0,27.0,60.0,275.0,10.2,132.0,23.0,4.0,0.0,3.0,107.2
119.0, Antoine Cason, Antoine Cason2011,2011.0,SD,CB,892.0,-1.6,-0.1,2.0,-0.7,-2.8,41458.0,0.0,0.0,0.0,47.0,8.0,5.0,9.0,85.0,45.0,52.9,535.0,11.9,142.0,43.0,7.0,2.0,13.0,90.1
121.0, Chris Hawkins, Chris Hawkins2011,2011.0,TEN,CB,84.0,-1.7,0.0,-2.1,0.0,0.4,0-0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,7.0,5.0,71.4,40.0,8.0,12.0,13.0,0.0,0.0,0.0,85.4
121.0, Jarrett Bush, Jarrett Bush2011,2011.0,GB,CB,297.0,-1.7,-1.9,-1.4,0.3,1.3,0-0,2.0,1.0,0.0,18.0,1.0,2.0,6.0,37.0,19.0,51.4,302.0,15.9,126.0,41.0,2.0,2.0,6.0,74.4
121.0, Brandon Hughes, Brandon Hughes2011,2011.0,PHI,CB,91.0,-1.7,0.0,-2.2,0.1,0.4,0-0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,11.0,6.0,54.5,112.0,18.7,65.0,63.0,0.0,0.0,0.0,90.0
124.0, Justin Tryon, Justin Tryon2011,2011.0,IND,CB,51.0,-1.8,0.0,-1.5,-0.5,0.2,0-0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,60.0,39.0,13.0,10.0,16.0,0.0,0.0,0.0,84.6
124.0, Dominique Franks, Dominique Franks2011,2011.0,ATL,CB,345.0,-1.8,-0.3,-0.5,-1.4,0.4,36526.0,0.0,1.0,2.0,14.0,2.0,7.0,2.0,23.0,15.0,65.2,259.0,17.3,87.0,50.0,1.0,2.0,3.0,81.6
124.0, Travis Daniels, Travis Daniels2011,2011.0,KC,CB,91.0,-1.8,0.0,0.0,-0.3,-1.5,41306.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,4.0,44.4,38.0,9.5,22.0,20.0,0.0,1.0,0.0,17.1
