#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
38.0, Josh Wilson, Josh Wilson2012,2012.0,WAS,CB,1065.0,3.8,0.7,5.0,-0.7,-1.2,41426.0,1.0,1.0,1.0,59.0,6.0,8.0,14.0,91.0,52.0,57.1,796.0,15.3,429.0,85.0,5.0,2.0,8.0,95.3
41.0, Bradley Fletcher, Bradley Fletcher2012,2012.0,SL,CB,374.0,3.7,0.4,5.7,1.0,-3.4,41395.0,1.0,0.0,0.0,20.0,2.0,2.0,6.0,34.0,16.0,47.1,138.0,8.6,53.0,19.0,1.0,1.0,5.0,55.8
42.0, Michael Adams, Michael Adams2012,2012.0,ARZ,CB,77.0,3.6,-0.3,3.6,0.0,0.3,0-0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,13.0,6.0,46.2,49.0,8.2,12.0,18.0,0.0,0.0,3.0,56.2
42.0, Leonard Johnson, Leonard Johnson2012,2012.0,TB,CB,594.0,3.6,0.3,3.8,-0.2,-0.3,41334.0,0.0,0.0,1.0,32.0,4.0,7.0,13.0,63.0,40.0,63.5,569.0,14.2,288.0,80.0,4.0,3.0,6.0,93.9
44.0, Lardarius Webb, Lardarius Webb2012,2012.0,BLT,CB,383.0,3.5,-1.0,0.4,4.4,-0.3,36557.0,0.0,1.0,0.0,23.0,1.0,5.0,9.0,24.0,11.0,45.8,111.0,10.1,57.0,26.0,0.0,1.0,3.0,42.2
45.0, Davon House, Davon House2012,2012.0,GB,CB,318.0,3.2,0.4,3.6,-1.1,0.3,41306.0,1.0,0.0,0.0,18.0,1.0,2.0,5.0,45.0,23.0,51.1,295.0,12.8,78.0,37.0,4.0,0.0,5.0,101.6
45.0, Keenan Lewis, Keenan Lewis2012,2012.0,PIT,CB,943.0,3.2,1.0,2.4,2.8,-3.0,41487.0,0.0,0.0,2.0,56.0,9.0,9.0,14.0,112.0,59.0,52.7,694.0,11.8,212.0,45.0,3.0,0.0,16.0,80.7
47.0, D.J. Moore, D.J. Moore2012,2012.0,CHI,CB,368.0,3.1,-0.5,0.8,1.1,1.7,0-0,0.0,0.0,3.0,30.0,3.0,3.0,9.0,41.0,29.0,70.7,354.0,12.2,167.0,62.0,3.0,2.0,3.0,101.1
48.0, Shareece Wright, Shareece Wright2012,2012.0,SD,CB,120.0,2.6,-0.3,3.3,0.1,-0.5,36526.0,0.0,0.0,1.0,11.0,0.0,2.0,6.0,16.0,8.0,50.0,70.0,8.8,40.0,23.0,0.0,0.0,2.0,62.0
49.0, Byron Maxwell, Byron Maxwell2012,2012.0,SEA,CB,150.0,2.5,0.0,2.2,0.6,-0.3,36526.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,14.0,5.0,35.7,69.0,13.8,20.0,21.0,0.0,0.0,1.0,52.4
49.0, Johnathan Joseph, Johnathan Joseph2012,2012.0,HST,CB,843.0,2.5,0.0,2.5,-0.5,0.5,41365.0,0.0,0.0,0.0,52.0,4.0,4.0,13.0,92.0,52.0,56.5,638.0,12.3,144.0,45.0,1.0,2.0,4.0,72.6
51.0, Michael Huff, Michael Huff2012,2012.0,OAK,CB,839.0,2.4,-0.2,-4.6,3.4,3.8,0-0,0.0,0.0,0.0,35.0,10.0,7.0,13.0,82.0,42.0,51.2,654.0,15.6,293.0,64.0,6.0,2.0,9.0,92.2
51.0, Will Hill, Will Hill2012,2012.0,NYG,CB,91.0,2.4,0.5,0.2,1.2,0.5,0-0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,3.0,3.0,100.0,35.0,11.7,16.0,23.0,0.0,0.0,0.0,115.3
51.0, Walter Thurmond, Walter Thurmond2012,2012.0,SEA,CB,76.0,2.4,-0.5,2.4,0.1,0.4,0-0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,9.0,5.0,55.6,20.0,4.0,13.0,12.0,0.0,0.0,1.0,60.9
51.0, Kyle Arrington, Kyle Arrington2012,2012.0,NE,CB,844.0,2.4,0.6,0.3,2.6,-1.1,41395.0,0.0,1.0,2.0,61.0,5.0,5.0,14.0,70.0,46.0,65.7,659.0,14.3,240.0,68.0,5.0,0.0,10.0,119.9
55.0, Carlos Rogers, Carlos Rogers2012,2012.0,SF,CB,1060.0,2.1,-0.7,0.6,1.5,0.7,36617.0,1.0,1.0,5.0,50.0,6.0,3.0,15.0,97.0,68.0,70.1,615.0,9.0,289.0,43.0,3.0,1.0,4.0,92.9
55.0, Brandian Ross, Brandian Ross2012,2012.0,OAK,CB,143.0,2.1,-0.3,0.5,1.3,0.6,0-0,0.0,0.0,0.0,13.0,1.0,0.0,7.0,18.0,12.0,66.7,111.0,9.3,68.0,34.0,1.0,0.0,0.0,101.9
57.0, Michael Coe, Michael Coe2012,2012.0,NYG,CB,81.0,1.9,-0.1,1.0,0.6,0.4,0-0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,10.0,8.0,80.0,89.0,11.1,23.0,29.0,1.0,0.0,2.0,137.1
58.0, Dunta Robinson, Dunta Robinson2012,2012.0,ATL,CB,950.0,1.7,1.8,-7.0,5.5,1.4,41334.0,2.0,0.0,1.0,73.0,11.0,11.0,32.0,97.0,64.0,66.0,835.0,13.0,300.0,65.0,4.0,1.0,7.0,102.4
58.0, Zackary Bowman, Zackary Bowman2012,2012.0,CHI,CB,21.0,1.7,0.0,1.2,0.5,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,50.0,6.0,3.0,1.0,7.0,0.0,0.0,2.0,56.3
60.0, Ronald Bartell, Ronald Bartell2012,2012.0,DET,CB,64.0,1.6,0.0,0.7,0.6,0.3,0-0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,7.0,4.0,57.1,36.0,9.0,5.0,19.0,0.0,0.0,1.0,71.1
61.0, Brandon Boykin, Brandon Boykin2012,2012.0,PHI,CB,526.0,1.5,-0.1,0.4,-0.3,1.5,41275.0,1.0,0.0,0.0,23.0,1.0,5.0,6.0,50.0,27.0,54.0,375.0,13.9,155.0,61.0,3.0,0.0,6.0,98.3
62.0, Dominique Franks, Dominique Franks2012,2012.0,ATL,CB,147.0,1.4,0.6,2.4,-0.3,-1.3,36557.0,0.0,1.0,1.0,10.0,0.0,1.0,3.0,12.0,11.0,91.7,84.0,7.6,43.0,16.0,0.0,0.0,2.0,95.8
62.0, Chris Crocker, Chris Crocker2012,2012.0,CIN,CB,19.0,1.4,0.0,1.3,0.0,0.1,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,33.3,9.0,9.0,0.0,9.0,0.0,1.0,0.0,2.8
64.0, Bryan McCann, Bryan McCann2012,2012.0,MIA,CB,143.0,1.3,0.2,-0.4,0.8,0.7,0-0,1.0,0.0,0.0,9.0,1.0,0.0,3.0,19.0,10.0,52.6,119.0,11.9,25.0,41.0,0.0,0.0,1.0,72.0
65.0, Dimitri Patterson, Dimitri Patterson2012,2012.0,MIA,CB,94.0,1.2,0.0,0.6,0.2,0.4,0-0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,3.0,27.3,27.0,9.0,15.0,15.0,1.0,0.0,0.0,69.9
65.0, Chimdi Chekwa, Chimdi Chekwa2012,2012.0,OAK,CB,13.0,1.2,0.0,1.2,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,50.0,7.0,7.0,5.0,7.0,0.0,0.0,1.0,58.3
65.0, Corey Graham, Corey Graham2012,2012.0,BLT,CB,588.0,1.2,-1.2,-1.6,1.5,2.5,0-0,0.0,0.0,3.0,37.0,9.0,5.0,12.0,53.0,31.0,58.5,355.0,11.5,160.0,37.0,1.0,2.0,6.0,69.3
65.0, Darrin Walls, Darrin Walls2012,2012.0,NYJ,CB,82.0,1.2,-0.1,1.9,0.1,-0.7,36526.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,20.0,37.0,37.0,0.0,37.0,0.0,0.0,1.0,57.9
69.0, Marcus Trufant, Marcus Trufant2012,2012.0,SEA,CB,365.0,1.1,-0.7,-0.5,1.7,0.6,36526.0,0.0,0.0,3.0,27.0,2.0,2.0,12.0,43.0,30.0,69.8,270.0,9.0,120.0,26.0,1.0,0.0,2.0,94.1
70.0, David Jones, David Jones2012,2012.0,WAS,CB,47.0,1.0,0.0,0.8,0.0,0.2,0-0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,5.0,71.4,37.0,7.4,16.0,12.0,0.0,0.0,0.0,83.6
70.0, Jerome Murphy, Jerome Murphy2012,2012.0,NO,CB,29.0,1.0,0.0,0.8,0.1,0.1,0-0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0, Javier Arenas, Javier Arenas2012,2012.0,KC,CB,724.0,1.0,-1.2,0.1,-1.1,3.2,36526.0,0.0,0.0,2.0,53.0,5.0,4.0,14.0,66.0,43.0,65.2,539.0,12.5,174.0,53.0,4.0,0.0,6.0,110.6
73.0, Johnson Bademosi, Johnson Bademosi2012,2012.0,CLV,CB,24.0,0.9,0.0,0.8,0.0,0.1,0-0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,50.0,29.0,9.7,5.0,13.0,0.0,0.0,1.0,63.9
73.0, Elbert Mack, Elbert Mack2012,2012.0,NO,CB,259.0,0.9,-0.5,1.4,-1.1,1.1,0-0,0.0,0.0,1.0,9.0,2.0,3.0,6.0,35.0,22.0,62.9,261.0,11.9,142.0,34.0,0.0,1.0,4.0,73.6
75.0, Dimitri Patterson, Dimitri Patterson2012,2012.0,CLV,CB,415.0,0.8,0.6,-0.4,1.7,-1.1,41334.0,0.0,1.0,2.0,26.0,1.0,1.0,9.0,48.0,32.0,66.7,317.0,9.9,83.0,28.0,3.0,0.0,3.0,106.0
76.0, Marquice Cole, Marquice Cole2012,2012.0,NE,CB,199.0,0.5,-0.4,-1.2,1.2,0.9,0-0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,22.0,11.0,50.0,153.0,13.9,88.0,36.0,0.0,1.0,0.0,53.8
76.0, James Dockery, James Dockery2012,2012.0,CAR,CB,164.0,0.5,0.0,-0.5,0.2,0.8,0-0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,16.0,12.0,75.0,148.0,12.3,25.0,30.0,0.0,0.0,1.0,103.1
76.0, LeQuan Lewis, LeQuan Lewis2012,2012.0,DAL,CB,2.0,0.5,0.0,0.5,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,23.0,23.0,2.0,23.0,0.0,0.0,1.0,91.7
76.0, Prince Amukamara, Prince Amukamara2012,2012.0,NYG,CB,741.0,0.5,0.0,1.0,-0.4,-0.1,36617.0,0.0,0.0,0.0,49.0,7.0,6.0,11.0,63.0,33.0,52.4,375.0,11.4,114.0,62.0,2.0,1.0,4.0,74.5
76.0, Ron Parker, Ron Parker2012,2012.0,SEA,CB,27.0,0.5,0.0,0.4,0.0,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
81.0, Patrick Lee, Patrick Lee2012,2012.0,DET,CB,30.0,0.4,-0.1,0.4,0.0,0.1,0-0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,100.0,13.0,6.5,11.0,8.0,0.0,0.0,0.0,93.8
82.0, Captain Munnerlyn, Captain Munnerlyn2012,2012.0,CAR,CB,935.0,0.3,-0.3,-0.5,1.3,-0.2,41395.0,0.0,1.0,2.0,55.0,7.0,9.0,19.0,87.0,57.0,65.5,535.0,9.4,293.0,36.0,1.0,2.0,7.0,76.6
82.0, Orlando Scandrick, Orlando Scandrick2012,2012.0,DAL,CB,339.0,0.3,-1.0,2.7,0.1,-1.5,36586.0,0.0,0.0,1.0,21.0,0.0,4.0,7.0,39.0,20.0,51.3,222.0,11.1,125.0,31.0,0.0,0.0,3.0,68.5
84.0, Jason Allen, Jason Allen2012,2012.0,CIN,CB,3.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,100.0,14.0,7.0,4.0,10.0,0.0,0.0,0.0,95.8
84.0, Jeromy Miles, Jeromy Miles2012,2012.0,CIN,CB,5.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0, Jerome Murphy, Jerome Murphy2012,2012.0,WAS,CB,3.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0, Mario Butler, Mario Butler2012,2012.0,DAL,CB,7.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0, Brandon Carr, Brandon Carr2012,2012.0,DAL,CB,1043.0,0.1,-0.1,0.3,-0.9,0.8,41365.0,0.0,0.0,0.0,51.0,2.0,10.0,12.0,87.0,51.0,58.6,644.0,12.6,238.0,39.0,3.0,3.0,8.0,78.9
84.0, Josh Gordy, Josh Gordy2012,2012.0,IND,CB,216.0,0.1,0.9,-1.4,0.1,0.5,36526.0,1.0,0.0,1.0,13.0,1.0,1.0,4.0,25.0,19.0,76.0,209.0,11.0,94.0,26.0,1.0,0.0,0.0,113.6
90.0, Chris Carr, Chris Carr2012,2012.0,SD,CB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Anderson Russell, Anderson Russell2012,2012.0,CAR,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Crezdon Butler, Crezdon Butler2012,2012.0,WAS,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Stanford Routt, Stanford Routt2012,2012.0,HST,CB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Tracy Wilson, Tracy Wilson2012,2012.0,TEN,CB,4.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Alphonso Smith, Alphonso Smith2012,2012.0,DET,CB,53.0,0.0,0.0,1.3,-0.5,-0.8,36526.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,13.0,9.0,69.2,93.0,10.3,41.0,20.0,1.0,0.0,2.0,115.2
90.0, Teddy Williams, Teddy Williams2012,2012.0,IND,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Derrick Martin, Derrick Martin2012,2012.0,NE,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0, Jonte Green, Jonte Green2012,2012.0,DET,CB,408.0,0.0,0.4,0.1,0.7,-1.2,41334.0,1.0,0.0,0.0,22.0,2.0,5.0,7.0,36.0,27.0,75.0,315.0,11.7,136.0,39.0,3.0,1.0,3.0,117.2
90.0, Eric Hagg, Eric Hagg2012,2012.0,CLV,CB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0, Marshay Green, Marshay Green2012,2012.0,IND,CB,17.0,-0.1,0.0,-0.2,0.0,0.1,0-0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,75.0,25.0,8.3,7.0,10.0,0.0,0.0,0.0,90.6
100.0, Aaron Berry, Aaron Berry2012,2012.0,NYJ,CB,2.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0, Roc Carmichael, Roc Carmichael2012,2012.0,HST,CB,43.0,-0.1,0.0,-0.3,0.0,0.2,0-0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,3.0,50.0,60.0,20.0,22.0,49.0,0.0,0.0,1.0,85.4
100.0, Chris Lewis-Harris, Chris Lewis-Harris2012,2012.0,CIN,CB,21.0,-0.1,0.0,-0.3,0.1,0.1,0-0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,100.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0
104.0, Dre Kirkpatrick, Dre Kirkpatrick2012,2012.0,CIN,CB,43.0,-0.2,0.0,0.0,-0.4,0.2,0-0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,75.0,37.0,12.3,2.0,13.0,0.0,0.0,0.0,103.1
104.0, Joe McKnight (Def.), Joe McKnight (Def.)2012,2012.0,NYJ,CB,2.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0, Chris Cook, Chris Cook2012,2012.0,MIN,CB,632.0,-0.2,0.3,-1.0,-1.4,1.9,36526.0,1.0,0.0,0.0,29.0,3.0,2.0,8.0,55.0,32.0,58.2,372.0,11.6,106.0,39.0,4.0,0.0,4.0,103.0
104.0, Richard Crawford, Richard Crawford2012,2012.0,WAS,CB,201.0,-0.2,0.2,-0.5,-0.8,0.9,0-0,0.0,1.0,0.0,17.0,3.0,6.0,6.0,22.0,13.0,59.1,199.0,15.3,100.0,59.0,2.0,1.0,0.0,100.4
104.0, Cedric Griffin, Cedric Griffin2012,2012.0,WAS,CB,369.0,-0.2,0.0,0.2,0.0,-0.4,36557.0,0.0,0.0,1.0,26.0,5.0,1.0,4.0,36.0,22.0,61.1,298.0,13.5,58.0,34.0,1.0,0.0,3.0,96.8
109.0, Anthony Gaitor, Anthony Gaitor2012,2012.0,TB,CB,125.0,-0.3,-0.4,1.3,-0.8,-0.4,36526.0,0.0,0.0,0.0,8.0,0.0,5.0,7.0,25.0,17.0,68.0,170.0,10.0,87.0,23.0,2.0,0.0,5.0,113.8
109.0, Coye Francies, Coye Francies2012,2012.0,OAK,CB,11.0,-0.3,0.0,0.7,0.0,-1.0,36526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
109.0, Donnie Fletcher, Donnie Fletcher2012,2012.0,NYJ,CB,5.0,-0.3,-0.3,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
112.0, Jabari Greer, Jabari Greer2012,2012.0,NO,CB,835.0,-0.4,-0.5,3.0,-3.7,0.8,41334.0,0.0,0.0,1.0,42.0,5.0,12.0,13.0,74.0,43.0,58.1,626.0,14.6,191.0,52.0,3.0,3.0,9.0,82.4
113.0, Brandon Burton, Brandon Burton2012,2012.0,MIN,CB,6.0,-0.5,0.0,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0, Shawntae Spencer, Shawntae Spencer2012,2012.0,OAK,CB,113.0,-0.5,0.0,0.8,-0.8,-0.5,36526.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,3.0,50.0,25.0,8.3,10.0,25.0,0.0,0.0,0.0,61.1
113.0, Chris Gamble, Chris Gamble2012,2012.0,CAR,CB,282.0,-0.5,-0.1,-0.6,-0.5,0.7,36526.0,0.0,0.0,0.0,11.0,3.0,2.0,3.0,13.0,8.0,61.5,74.0,9.3,33.0,21.0,1.0,0.0,1.0,102.7
116.0, Brandon Hughes, Brandon Hughes2012,2012.0,PHI,CB,64.0,-0.6,-0.1,-0.6,0.0,0.1,0-0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,9.0,7.0,77.8,115.0,16.4,12.0,57.0,1.0,0.0,1.0,155.8
116.0, Antwon Blake, Antwon Blake2012,2012.0,JAX,CB,3.0,-0.6,0.4,0.0,0.0,-1.0,36526.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0, Tramon Williams, Tramon Williams2012,2012.0,GB,CB,1102.0,-0.6,-0.1,1.9,-4.9,2.5,36586.0,0.0,0.0,1.0,53.0,2.0,6.0,8.0,101.0,54.0,53.5,711.0,13.2,184.0,53.0,2.0,2.0,14.0,74.3
116.0, Patrick Lee, Patrick Lee2012,2012.0,OAK,CB,409.0,-0.6,-0.1,-1.7,-0.7,1.9,0-0,0.0,0.0,0.0,24.0,1.0,6.0,10.0,30.0,19.0,63.3,250.0,13.2,126.0,46.0,0.0,1.0,2.0,75.7
120.0, Kevin Barnes, Kevin Barnes2012,2012.0,DET,CB,14.0,-0.7,0.0,-0.8,0.0,0.1,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,11.0,11.0,5.0,11.0,0.0,0.0,0.0,112.5
120.0, LeQuan Lewis, LeQuan Lewis2012,2012.0,TB,CB,68.0,-0.7,0.0,0.9,-1.9,0.3,0-0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,7.0,5.0,71.4,71.0,14.2,24.0,29.0,0.0,1.0,0.0,64.3
120.0, Antonio Allen, Antonio Allen2012,2012.0,NYJ,CB,18.0,-0.7,0.1,-0.3,0.5,-1.0,36526.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,100.0,26.0,26.0,2.0,26.0,0.0,0.0,0.0,118.8
123.0, Jeremy Lane, Jeremy Lane2012,2012.0,SEA,CB,171.0,-0.8,-0.3,-0.2,-0.7,0.4,41275.0,0.0,0.0,0.0,9.0,3.0,4.0,1.0,25.0,15.0,60.0,179.0,11.9,49.0,37.0,2.0,0.0,1.0,108.6
123.0, Tramaine Brock, Tramaine Brock2012,2012.0,SF,CB,21.0,-0.8,0.0,-0.8,0.0,0.0,0-0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,4.0,80.0,61.0,15.3,40.0,53.0,0.0,0.0,1.0,117.5
125.0, Sergio Brown, Sergio Brown2012,2012.0,IND,CB,5.0,-0.9,0.0,-0.9,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,18.0,18.0,0.0,18.0,1.0,0.0,0.0,158.3
125.0, Quinton Pointer, Quinton Pointer2012,2012.0,SL,CB,6.0,-0.9,0.0,-0.9,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,12.0,12.0,10.0,12.0,0.0,0.0,0.0,116.7
125.0, Asante Samuel, Asante Samuel2012,2012.0,ATL,CB,827.0,-0.9,-0.2,5.3,-7.7,1.7,36557.0,0.0,0.0,0.0,30.0,1.0,18.0,10.0,77.0,41.0,53.2,596.0,14.5,174.0,49.0,2.0,5.0,7.0,60.3
125.0, Jacob Lacey, Jacob Lacey2012,2012.0,DET,CB,596.0,-0.9,-0.4,0.1,-1.4,0.8,36586.0,0.0,0.0,3.0,30.0,4.0,7.0,14.0,50.0,34.0,68.0,415.0,12.2,208.0,71.0,4.0,1.0,4.0,111.7
125.0, Tommie Campbell, Tommie Campbell2012,2012.0,TEN,CB,68.0,-0.9,-0.1,1.9,-2.4,-0.3,41275.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,7.0,3.0,42.9,19.0,6.3,6.0,8.0,0.0,0.0,1.0,50.3
130.0, Alan Ball, Alan Ball2012,2012.0,HST,CB,85.0,-1.0,0.0,-0.4,-0.9,0.3,0-0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,17.0,7.0,41.2,164.0,23.4,18.0,40.0,2.0,0.0,3.0,115.8
130.0, Justin Bethel, Justin Bethel2012,2012.0,ARZ,CB,5.0,-1.0,0.0,-1.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,37.0,37.0,0.0,37.0,1.0,0.0,0.0,158.3
132.0, Crezdon Butler, Crezdon Butler2012,2012.0,BUF,CB,17.0,-1.1,0.0,-0.2,0.0,-0.9,36526.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,100.0,23.0,11.5,-2.0,18.0,0.0,0.0,0.0,114.6
133.0, Myron Lewis, Myron Lewis2012,2012.0,TB,CB,12.0,-1.3,0.0,-1.3,0.0,0.0,0-0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,100.0,32.0,8.0,1.0,13.0,1.0,0.0,0.0,139.6
133.0, Brent Grimes, Brent Grimes2012,2012.0,ATL,CB,52.0,-1.3,-0.1,-1.5,0.1,0.2,0-0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,3.0,75.0,34.0,11.3,10.0,21.0,0.0,0.0,0.0,100.0
133.0, Kevin Rutland, Kevin Rutland2012,2012.0,JAX,CB,104.0,-1.3,0.0,-2.4,0.7,0.4,0-0,0.0,0.0,0.0,7.0,1.0,2.0,3.0,10.0,8.0,80.0,141.0,17.6,55.0,51.0,1.0,0.0,0.0,152.1
136.0, Sterling Moore, Sterling Moore2012,2012.0,NE,CB,236.0,-1.4,0.0,-0.8,-0.2,-0.4,41306.0,0.0,0.0,0.0,15.0,0.0,1.0,7.0,24.0,18.0,75.0,289.0,16.1,99.0,39.0,1.0,0.0,1.0,128.6
136.0, Vince Agnew, Vince Agnew2012,2012.0,DAL,CB,6.0,-1.4,0.0,-1.4,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,34.0,17.0,17.0,21.0,0.0,0.0,0.0,118.8
138.0, Travis Daniels, Travis Daniels2012,2012.0,KC,CB,34.0,-1.5,0.0,-1.7,0.1,0.1,0-0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,100.0,70.0,17.5,39.0,30.0,1.0,0.0,0.0,158.3
138.0, Curtis Marsh, Curtis Marsh2012,2012.0,PHI,CB,62.0,-1.5,0.0,-0.8,0.1,-0.8,36526.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,5.0,4.0,80.0,58.0,14.5,15.0,25.0,0.0,0.0,1.0,115.0
140.0, Neiko Thorpe, Neiko Thorpe2012,2012.0,KC,CB,30.0,-1.6,0.0,-0.7,-1.0,0.1,0-0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,100.0,49.0,16.3,5.0,23.0,1.0,0.0,0.0,158.3
