#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating,
71.0,Jamar Chaney,Jamar Chaney2010,2010.0,PHI,OLB,10.0,-0.3,0.0,0.2,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,87.5
73.0,Clint Sintim,Clint Sintim2010,2010.0,NYG,OLB,47.0,-0.4,-0.3,0.3,-0.4,0.0,0-0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
74.0,Sam Williams,Sam Williams2010,2010.0,OAK,OLB,5.0,-0.5,0.0,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,Landon Johnson,Landon Johnson2010,2010.0,DET,OLB,160.0,-0.6,0.1,-3.0,2.1,0.2,0-0,0.0,0.0,2.0,0.0,21.0,4.0,2.0,11.0,14.0,13.0,92.9,140.0,10.8,63.0,26.0,1.0,0.0,0.0,132.1
76.0,Kevin Bentley,Kevin Bentley2010,2010.0,HST,OLB,114.0,-0.8,-0.2,0.9,-1.7,0.2,0-0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,4.0,4.0,100.0,33.0,8.3,14.0,11.0,1.0,0.0,0.0,140.6
77.0,Dan Skuta,Dan Skuta2010,2010.0,CIN,OLB,13.0,-0.9,-0.4,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,Arthur Moats,Arthur Moats2010,2010.0,BUF,OLB,350.0,-0.9,1.8,-0.1,-3.4,0.8,0-0,3.0,3.0,13.0,1.0,8.0,6.0,2.0,7.0,6.0,6.0,100.0,68.0,11.3,23.0,34.0,0.0,0.0,0.0,113.9
79.0,Mario Haggan,Mario Haggan2010,2010.0,DEN,OLB,65.0,-1.1,-0.3,-1.2,1.3,-0.9,36526.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,2.0,100.0,49.0,24.5,27.0,41.0,0.0,0.0,0.0,118.8
79.0,Clark Haggans,Clark Haggans2010,2010.0,ARZ,OLB,52.0,-1.1,-1.3,0.3,-0.2,0.1,0-0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,Chris Chamberlain,Chris Chamberlain2010,2010.0,SL,OLB,174.0,-1.1,-0.9,1.0,-1.5,0.3,0-0,0.0,0.0,0.0,1.0,17.0,3.0,4.0,13.0,10.0,9.0,90.0,85.0,9.4,78.0,30.0,0.0,0.0,1.0,102.1
82.0,Aaron Morgan,Aaron Morgan2010,2010.0,JAX,OLB,19.0,-1.6,-1.1,-0.5,0.0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,95.8
83.0,Cody Glenn,Cody Glenn2010,2010.0,IND,OLB,32.0,-1.7,-0.3,0.9,-1.4,-0.9,36526.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,100.0,8.0,4.0,3.0,6.0,0.0,0.0,0.0,83.3
83.0,Akin Ayodele,Akin Ayodele2010,2010.0,BUF,OLB,15.0,-1.7,0.0,0.2,-1.9,0.0,0-0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
85.0,Chris Kelsay,Chris Kelsay2010,2010.0,BUF,OLB,130.0,-1.8,-1.1,-0.3,-0.6,0.2,0-0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,100.0,12.0,6.0,3.0,11.0,1.0,0.0,0.0,131.3
86.0,David Nixon,David Nixon2010,2010.0,HST,OLB,27.0,-2.0,0.0,-1.3,-0.8,0.1,0-0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,3.0,75.0,13.0,4.3,9.0,7.0,1.0,0.0,0.0,117.7
86.0,Clint Session,Clint Session2010,2010.0,IND,OLB,295.0,-2.0,3.8,0.0,-6.3,0.5,0-0,3.0,2.0,1.0,0.0,31.0,3.0,2.0,17.0,25.0,21.0,84.0,161.0,7.7,98.0,17.0,0.0,0.0,1.0,93.5
86.0,Marvin Mitchell,Marvin Mitchell2010,2010.0,NO,OLB,138.0,-2.0,-3.6,0.3,1.0,0.3,0-0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2.0,11.0,8.0,72.7,62.0,7.8,30.0,13.0,0.0,0.0,1.0,86.2
89.0,Philip Wheeler,Philip Wheeler2010,2010.0,IND,OLB,383.0,-2.1,-0.2,0.0,-2.8,0.9,0-0,0.0,1.0,0.0,0.0,35.0,4.0,4.0,18.0,20.0,16.0,80.0,130.0,8.1,90.0,13.0,1.0,0.0,2.0,110.4
90.0,Dannell Ellerbe,Dannell Ellerbe2010,2010.0,BLT,OLB,237.0,-2.3,-0.7,0.0,-1.1,-0.5,36526.0,1.0,1.0,1.0,0.0,18.0,2.0,2.0,12.0,12.0,10.0,83.3,74.0,7.4,42.0,12.0,0.0,0.0,0.0,92.4
91.0,Aaron Curry,Aaron Curry2010,2010.0,SEA,OLB,885.0,-2.7,-2.0,0.6,3.6,-4.9,41456.0,3.0,5.0,13.0,1.0,56.0,8.0,6.0,37.0,30.0,25.0,83.3,232.0,9.3,192.0,49.0,1.0,0.0,0.0,110.0
92.0,Pat Angerer,Pat Angerer2010,2010.0,IND,OLB,272.0,-3.3,-0.2,0.1,-3.9,0.7,0-0,0.0,0.0,0.0,0.0,26.0,4.0,2.0,13.0,13.0,13.0,100.0,99.0,7.6,69.0,22.0,1.0,0.0,0.0,124.0
93.0,Ashlee Palmer,Ashlee Palmer2010,2010.0,DET,OLB,245.0,-3.4,0.3,0.6,-4.8,0.5,0-0,1.0,0.0,1.0,0.0,23.0,1.0,5.0,14.0,11.0,8.0,72.7,48.0,6.0,57.0,12.0,0.0,0.0,1.0,80.9
94.0,Xavier Adibi,Xavier Adibi2010,2010.0,HST,OLB,148.0,-3.5,-0.8,-1.8,-1.2,0.3,0-0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,9.0,14.0,11.0,78.6,152.0,13.8,102.0,62.0,2.0,0.0,1.0,151.5
95.0,Tavares Gooden,Tavares Gooden2010,2010.0,BLT,OLB,271.0,-3.6,0.0,-1.9,-1.3,-0.4,36526.0,0.0,0.0,5.0,0.0,13.0,3.0,1.0,6.0,20.0,14.0,70.0,92.0,6.6,85.0,15.0,1.0,0.0,0.0,96.3
96.0,Jamie Winborn,Jamie Winborn2010,2010.0,TEN,OLB,104.0,-3.8,-0.6,-0.7,-2.7,0.2,0-0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,66.7,63.0,31.5,49.0,54.0,0.0,0.0,0.0,109.7
96.0,Zack Follett,Zack Follett2010,2010.0,DET,OLB,148.0,-3.8,-1.1,-2.4,-0.6,0.3,0-0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,3.0,9.0,7.0,77.8,99.0,14.1,51.0,25.0,0.0,0.0,1.0,112.5
98.0,Ben Leber,Ben Leber2010,2010.0,MIN,OLB,527.0,-3.9,3.0,5.5,-12.7,0.3,41275.0,0.0,4.0,9.0,1.0,35.0,5.0,5.0,18.0,25.0,18.0,72.0,138.0,7.7,145.0,24.0,0.0,1.0,1.0,68.4
99.0,Rod Wilson,Rod Wilson2010,2010.0,CHI,OLB,28.0,-4.8,-0.2,-0.8,-3.8,0.0,0-0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,50.0,15.0,15.0,11.0,15.0,0.0,0.0,0.0,75.0
100.0,Tyjuan Hagler,Tyjuan Hagler2010,2010.0,IND,OLB,311.0,-5.1,-0.4,4.3,-9.7,0.7,0-0,1.0,0.0,1.0,0.0,45.0,7.0,5.0,20.0,34.0,31.0,91.2,212.0,6.8,160.0,14.0,0.0,1.0,2.0,80.4
101.0,Russell Allen,Russell Allen2010,2010.0,JAX,OLB,292.0,-6.3,-1.2,-5.8,1.2,-0.5,36526.0,0.0,0.0,1.0,0.0,27.0,5.0,3.0,16.0,13.0,11.0,84.6,138.0,12.5,80.0,41.0,0.0,0.0,0.0,110.9
102.0,Jordan Senn,Jordan Senn2010,2010.0,CAR,OLB,49.0,-6.4,-0.5,-0.8,-5.2,0.1,0-0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,100.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,118.8
103.0,Sean Weatherspoon,Sean Weatherspoon2010,2010.0,ATL,OLB,430.0,-8.6,1.6,-7.0,-2.2,-1.0,41307.0,1.0,0.0,11.0,0.0,32.0,5.0,8.0,14.0,35.0,31.0,88.6,365.0,11.8,244.0,80.0,2.0,0.0,1.0,129.2
104.0,Julian Peterson,Julian Peterson2010,2010.0,DET,OLB,955.0,-8.7,-0.7,-1.7,-5.6,-0.7,36586.0,1.0,0.0,3.0,1.0,59.0,18.0,11.0,33.0,58.0,47.0,81.0,539.0,11.5,411.0,89.0,3.0,0.0,4.0,122.6
105.0,Paul Posluszny,Paul Posluszny2010,2010.0,BUF,OLB,637.0,-9.6,-0.2,-1.4,-8.1,0.1,36526.0,0.0,2.0,1.0,1.0,59.0,21.0,2.0,27.0,41.0,32.0,78.0,299.0,9.3,201.0,23.0,3.0,0.0,2.0,121.4
106.0,Will Witherspoon,Will Witherspoon2010,2010.0,TEN,OLB,1192.0,-10.4,-2.8,-0.6,-8.2,1.2,36526.0,3.0,3.0,5.0,1.0,59.0,22.0,16.0,34.0,73.0,56.0,76.7,540.0,9.6,362.0,48.0,5.0,2.0,6.0,108.2
107.0,Larry Grant,Larry Grant2010,2010.0,SL,OLB,315.0,-12.3,-0.9,-3.5,-7.5,-0.4,36526.0,1.0,0.0,0.0,1.0,15.0,0.0,5.0,8.0,14.0,11.0,78.6,130.0,11.8,104.0,35.0,1.0,0.0,0.0,129.2
108.0,Ernie Sims,Ernie Sims2010,2010.0,PHI,OLB,884.0,-16.3,-1.0,-10.8,-3.1,-1.4,36586.0,2.0,2.0,9.0,0.0,43.0,8.0,7.0,28.0,53.0,35.0,66.0,447.0,12.8,323.0,35.0,2.0,0.0,2.0,104.8
109.0,Zach Diles,Zach Diles2010,2010.0,HST,OLB,673.0,-21.6,-2.9,-15.1,-4.8,1.2,0-0,0.0,4.0,1.0,0.0,60.0,11.0,7.0,22.0,54.0,49.0,90.7,488.0,10.0,318.0,43.0,1.0,0.0,0.0,110.5
110.0,Scott Shanle,Scott Shanle2010,2010.0,NO,OLB,851.0,-32.0,-6.5,-12.0,-15.0,1.5,0-0,0.0,4.0,7.0,0.0,54.0,10.0,12.0,24.0,59.0,50.0,84.7,488.0,9.8,350.0,33.0,1.0,0.0,1.0,106.8
1.0,Daryl Smith,Daryl Smith2009,2009.0,JAX,OLB,502.0,19.5,2.6,4.7,11.4,0.8,0-0,2.0,1.0,10.0,0.0,51.0,4.0,4.0,36.0,22.0,20.0,90.9,113.0,5.7,65.0,15.0,0.0,0.0,1.0,88.1
2.0,Brian Cushing,Brian Cushing2009,2009.0,HST,OLB,1022.0,16.3,6.5,9.8,3.2,-3.2,36647.0,6.0,8.0,11.0,2.0,78.0,22.0,8.0,47.0,76.0,53.0,69.7,459.0,8.7,330.0,62.0,0.0,4.0,4.0,63.4
3.0,Bryan Thomas,Bryan Thomas2009,2009.0,NYJ,OLB,735.0,14.5,-5.9,3.9,15.1,1.4,0-0,2.0,4.0,13.0,0.0,34.0,3.0,0.0,32.0,10.0,6.0,60.0,52.0,8.7,30.0,27.0,1.0,0.0,0.0,107.1
4.0,Jarret Johnson,Jarret Johnson2009,2009.0,BLT,OLB,899.0,11.3,-9.8,3.3,17.1,0.7,36526.0,6.0,7.0,6.0,1.0,33.0,7.0,4.0,32.0,17.0,13.0,76.5,89.0,6.8,79.0,21.0,0.0,2.0,1.0,48.0
5.0,Thomas Davis,Thomas Davis2009,2009.0,CAR,OLB,417.0,10.1,1.8,5.3,2.8,0.2,41275.0,2.0,0.0,2.0,2.0,50.0,5.0,1.0,29.0,35.0,25.0,71.4,211.0,8.4,107.0,24.0,3.0,2.0,1.0,91.5
6.0,Geno Hayes,Geno Hayes2009,2009.0,TB,OLB,922.0,9.3,5.0,2.8,2.7,-1.2,36586.0,3.0,9.0,4.0,0.0,85.0,10.0,18.0,52.0,61.0,45.0,73.8,332.0,7.4,164.0,35.0,5.0,2.0,3.0,99.9
7.0,David Vobora,David Vobora2009,2009.0,SL,OLB,403.0,9.0,-1.7,4.9,5.6,0.2,36526.0,0.0,1.0,1.0,0.0,31.0,4.0,1.0,23.0,19.0,15.0,78.9,100.0,6.7,87.0,24.0,1.0,0.0,3.0,106.1
8.0,Jamar Williams,Jamar Williams2009,2009.0,CHI,OLB,265.0,8.7,-0.7,2.2,6.7,0.5,0-0,0.0,1.0,1.0,0.0,28.0,7.0,1.0,15.0,15.0,11.0,73.3,71.0,6.5,42.0,17.0,1.0,0.0,2.0,105.1
9.0,Chad Greenway,Chad Greenway2009,2009.0,MIN,OLB,934.0,8.3,-2.5,8.9,0.1,1.8,0-0,0.0,1.0,5.0,0.0,79.0,9.0,12.0,41.0,76.0,57.0,75.0,558.0,9.8,446.0,63.0,2.0,3.0,3.0,87.5
10.0,Tyjuan Hagler,Tyjuan Hagler2009,2009.0,IND,OLB,232.0,7.9,-0.1,4.2,3.2,0.6,0-0,0.0,0.0,0.0,0.0,20.0,11.0,5.0,13.0,13.0,10.0,76.9,47.0,4.7,69.0,10.0,0.0,0.0,3.0,81.2
11.0,Keith Bulluck,Keith Bulluck2009,2009.0,TEN,OLB,936.0,6.8,-1.4,7.2,0.9,0.1,36557.0,0.0,0.0,2.0,1.0,83.0,10.0,11.0,35.0,55.0,39.0,70.9,286.0,7.3,190.0,39.0,2.0,3.0,4.0,72.2
12.0,Danny Clark,Danny Clark2009,2009.0,NYG,OLB,462.0,6.4,1.0,0.8,4.8,-0.2,36526.0,2.0,0.0,6.0,2.0,29.0,3.0,4.0,21.0,17.0,14.0,82.4,88.0,6.3,71.0,17.0,2.0,0.0,0.0,127.5
13.0,Keith Rivers,Keith Rivers2009,2009.0,CIN,OLB,480.0,5.5,0.8,1.6,2.9,0.2,36526.0,1.0,0.0,3.0,0.0,53.0,13.0,4.0,27.0,24.0,19.0,79.2,177.0,9.3,132.0,36.0,0.0,1.0,1.0,80.0
14.0,Zach Diles,Zach Diles2009,2009.0,HST,OLB,510.0,5.4,-1.2,8.3,-2.7,1.0,0-0,0.0,3.0,1.0,0.0,47.0,4.0,3.0,29.0,19.0,15.0,78.9,74.0,4.9,66.0,11.0,0.0,0.0,1.0,82.9
15.0,Leroy Hill,Leroy Hill2009,2009.0,SEA,OLB,514.0,5.3,1.6,1.5,1.2,1.0,0-0,1.0,0.0,5.0,0.0,41.0,5.0,5.0,25.0,25.0,20.0,80.0,155.0,7.8,124.0,20.0,0.0,0.0,0.0,92.5
16.0,Rey Maualuga,Rey Maualuga2009,2009.0,CIN,OLB,476.0,5.1,-2.4,-1.1,7.3,1.3,0-0,1.0,0.0,1.0,0.0,43.0,8.0,6.0,32.0,28.0,22.0,78.6,198.0,9.0,148.0,29.0,2.0,0.0,1.0,119.9
17.0,Quincy Black,Quincy Black2009,2009.0,TB,OLB,624.0,4.6,0.1,7.3,-4.3,1.5,36526.0,2.0,1.0,2.0,0.0,58.0,10.0,6.0,31.0,37.0,28.0,75.7,319.0,11.4,177.0,32.0,1.0,1.0,4.0,98.8
18.0,Jameel McClain,Jameel McClain2009,2009.0,BLT,OLB,141.0,4.4,-1.0,0.1,5.2,0.1,0-0,0.0,0.0,3.0,0.0,12.0,5.0,0.0,7.0,7.0,6.0,85.7,45.0,7.5,29.0,15.0,1.0,0.0,0.0,133.0
19.0,H.B. Blades,H.B. Blades2009,2009.0,WAS,OLB,129.0,4.2,-1.0,1.2,3.8,0.2,0-0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,8.0,10.0,10.0,100.0,89.0,8.9,81.0,15.0,0.0,0.0,0.0,103.8
20.0,Will Witherspoon,Will Witherspoon2009,2009.0,SL,OLB,350.0,4.1,-0.5,3.0,1.0,0.6,0-0,0.0,0.0,3.0,0.0,24.0,3.0,1.0,14.0,23.0,21.0,91.3,192.0,9.1,177.0,32.0,0.0,0.0,1.0,101.4
20.0,Nick Roach,Nick Roach2009,2009.0,CHI,OLB,416.0,4.1,3.8,0.8,1.0,-1.5,36586.0,1.0,0.0,5.0,1.0,40.0,6.0,6.0,28.0,15.0,12.0,80.0,88.0,7.3,66.0,21.0,1.0,0.0,1.0,113.3
22.0,Jonathan Casillas,Jonathan Casillas2009,2009.0,NO,OLB,134.0,3.9,1.1,-0.2,2.8,0.2,0-0,1.0,2.0,2.0,0.0,7.0,5.0,2.0,4.0,4.0,2.0,50.0,16.0,8.0,17.0,11.0,0.0,0.0,0.0,60.4
23.0,Bart Scott,Bart Scott2009,2009.0,NYJ,OLB,1001.0,3.8,-2.7,-0.2,9.3,-2.6,36617.0,1.0,12.0,9.0,0.0,67.0,15.0,9.0,48.0,41.0,29.0,70.7,334.0,11.5,296.0,59.0,1.0,0.0,1.0,103.1
24.0,Bryan Scott,Bryan Scott2009,2009.0,BUF,OLB,411.0,3.6,1.1,8.6,-6.9,0.8,0-0,2.0,1.0,1.0,0.0,35.0,2.0,7.0,17.0,19.0,15.0,78.9,124.0,8.3,120.0,17.0,0.0,0.0,3.0,93.9
25.0,Will Herring,Will Herring2009,2009.0,SEA,OLB,346.0,3.4,1.2,2.6,-1.2,0.8,0-0,0.0,0.0,2.0,0.0,34.0,2.0,2.0,18.0,22.0,16.0,72.7,87.0,5.4,82.0,11.0,0.0,0.0,1.0,79.2
26.0,Tavares Gooden,Tavares Gooden2009,2009.0,BLT,OLB,428.0,3.3,-1.6,3.6,1.5,-0.2,36526.0,0.0,2.0,0.0,0.0,30.0,4.0,0.0,16.0,22.0,13.0,59.1,96.0,7.4,77.0,13.0,0.0,0.0,0.0,69.5
27.0,Akeem Jordan,Akeem Jordan2009,2009.0,PHI,OLB,516.0,3.1,-0.7,3.3,-0.5,1.0,0-0,1.0,1.0,5.0,2.0,46.0,4.0,5.0,25.0,33.0,24.0,72.7,182.0,7.6,115.0,20.0,1.0,2.0,1.0,70.5
28.0,Pisa Tinoisamoa,Pisa Tinoisamoa2009,2009.0,CHI,OLB,24.0,2.4,0.0,0.3,2.1,0.0,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Stephen Nicholas,Stephen Nicholas2009,2009.0,ATL,OLB,678.0,2.2,3.1,0.1,-1.6,0.6,41275.0,3.0,2.0,5.0,0.0,53.0,5.0,3.0,27.0,46.0,33.0,71.7,390.0,11.8,245.0,59.0,0.0,0.0,3.0,97.2
30.0,Rob Ninkovich,Rob Ninkovich2009,2009.0,NE,OLB,24.0,2.1,2.0,0.1,0.0,0.0,0-0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Brandon Johnson,Brandon Johnson2009,2009.0,CIN,OLB,563.0,2.0,1.8,1.9,-2.1,0.4,36526.0,2.0,3.0,6.0,1.0,38.0,4.0,9.0,26.0,45.0,33.0,73.3,286.0,8.7,166.0,48.0,1.0,0.0,2.0,97.1
32.0,Coy Wire,Coy Wire2009,2009.0,ATL,OLB,46.0,1.7,0.3,0.2,2.2,-1.0,36526.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,66.7,13.0,6.5,5.0,8.0,0.0,0.0,0.0,75.7
33.0,Paris Lenon,Paris Lenon2009,2009.0,SL,OLB,467.0,1.4,-1.0,1.8,1.6,-1.0,36557.0,0.0,0.0,2.0,0.0,32.0,7.0,4.0,12.0,17.0,14.0,82.4,146.0,10.4,135.0,26.0,0.0,0.0,1.0,102.5
34.0,Brendon Ayanbadejo,Brendon Ayanbadejo2009,2009.0,BLT,OLB,107.0,1.3,-0.9,3.2,-1.3,0.3,0-0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,7.0,4.0,2.0,50.0,26.0,13.0,6.0,22.0,0.0,1.0,0.0,31.3
35.0,Freddie Keiaho,Freddie Keiaho2009,2009.0,IND,OLB,21.0,1.2,0.8,0.3,0.1,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,95.8
36.0,Jordan Dizon,Jordan Dizon2009,2009.0,DET,OLB,123.0,1.1,2.2,-4.0,2.9,0.0,0-0,1.0,0.0,3.0,0.0,9.0,3.0,3.0,5.0,12.0,11.0,91.7,115.0,10.5,59.0,26.0,2.0,0.0,0.0,146.2
36.0,Clint Session,Clint Session2009,2009.0,IND,OLB,856.0,1.1,4.2,2.4,-6.0,0.5,36526.0,1.0,4.0,8.0,0.0,85.0,6.0,9.0,44.0,63.0,51.0,81.0,352.0,6.9,291.0,22.0,1.0,2.0,2.0,82.0
36.0,Ben Leber,Ben Leber2009,2009.0,MIN,OLB,583.0,1.1,2.3,8.8,-10.8,0.8,36526.0,3.0,2.0,8.0,0.0,36.0,3.0,6.0,20.0,35.0,22.0,62.9,177.0,8.0,109.0,47.0,2.0,0.0,6.0,94.6
39.0,Jamaal Westerman,Jamaal Westerman2009,2009.0,NYJ,OLB,1.0,0.9,0.9,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,Dan Connor,Dan Connor2009,2009.0,CAR,OLB,66.0,0.9,0.8,-0.1,0.1,0.1,0-0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,5.0,2.0,2.0,100.0,25.0,12.5,22.0,13.0,0.0,0.0,0.0,118.8
41.0,Colin Allred,Colin Allred2009,2009.0,TEN,OLB,111.0,0.8,-0.3,0.1,0.8,0.2,0-0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,3.0,75.0,77.0,25.7,62.0,36.0,1.0,0.0,0.0,156.3
41.0,Bobby Carpenter,Bobby Carpenter2009,2009.0,DAL,OLB,54.0,0.8,0.8,1.3,-0.4,-0.9,36526.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,50.0,6.0,3.0,10.0,6.0,0.0,0.0,0.0,56.3
41.0,Jon Alston,Jon Alston2009,2009.0,OAK,OLB,184.0,0.8,1.0,0.9,-0.6,-0.5,36526.0,0.0,0.0,2.0,0.0,10.0,4.0,1.0,8.0,4.0,2.0,50.0,26.0,13.0,25.0,22.0,0.0,0.0,0.0,70.8
44.0,JoLonn Dunbar,JoLonn Dunbar2009,2009.0,NO,OLB,131.0,0.7,-0.8,-0.1,1.4,0.2,0-0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,5.0,5.0,3.0,60.0,24.0,8.0,24.0,14.0,0.0,0.0,0.0,72.1
45.0,Nic Harris,Nic Harris2009,2009.0,BUF,OLB,168.0,0.6,0.5,-0.4,0.1,0.4,0-0,0.0,0.0,2.0,0.0,20.0,2.0,2.0,10.0,9.0,7.0,77.8,71.0,10.1,37.0,36.0,0.0,0.0,0.0,99.5
45.0,Chris Chamberlain,Chris Chamberlain2009,2009.0,SL,OLB,59.0,0.6,-0.2,0.3,0.4,0.1,0-0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,3.0,100.0,16.0,5.3,16.0,8.0,0.0,0.0,0.0,88.9
47.0,Heath Farwell,Heath Farwell2009,2009.0,MIN,OLB,37.0,0.5,-0.1,0.5,0.1,0.0,0-0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0,83.3,58.0,11.6,38.0,18.0,0.0,0.0,0.0,106.9
48.0,Pierre Woods,Pierre Woods2009,2009.0,NE,OLB,101.0,0.4,0.0,-2.7,3.0,0.1,0-0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0,4.0,4.0,100.0,56.0,14.0,38.0,18.0,2.0,0.0,0.0,158.3
49.0,Gerris Wilkinson,Gerris Wilkinson2009,2009.0,NYG,OLB,8.0,0.2,0.0,0.1,0.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,29.0,29.0,12.0,29.0,0.0,0.0,0.0,118.8
49.0,Kenny Onatolu,Kenny Onatolu2009,2009.0,MIN,OLB,9.0,0.2,0.0,0.2,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,66.7,17.0,8.5,20.0,15.0,0.0,0.0,0.0,81.2
49.0,Adam Hayward,Adam Hayward2009,2009.0,TB,OLB,83.0,0.2,0.2,1.4,-1.5,0.1,0-0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,6.0,4.0,3.0,75.0,13.0,4.3,9.0,7.0,0.0,0.0,0.0,78.1
49.0,Tracy White,Tracy White2009,2009.0,PHI,OLB,179.0,0.2,-1.4,1.6,0.4,-0.4,41275.0,0.0,4.0,1.0,0.0,15.0,0.0,3.0,6.0,20.0,14.0,70.0,161.0,11.5,110.0,64.0,1.0,1.0,2.0,89.8
49.0,James Anderson,James Anderson2009,2009.0,CAR,OLB,525.0,0.2,0.9,0.8,-2.5,1.0,36526.0,1.0,2.0,2.0,0.0,41.0,11.0,7.0,25.0,35.0,23.0,65.7,280.0,12.2,199.0,63.0,0.0,0.0,1.0,90.2
49.0,Zack Follett,Zack Follett2009,2009.0,DET,OLB,24.0,0.2,0.5,-1.5,1.2,0.0,0-0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,118.8
55.0,Larry Grant,Larry Grant2009,2009.0,SL,OLB,115.0,0.1,0.6,0.5,-1.0,0.0,0-0,1.0,0.0,1.0,0.0,13.0,2.0,1.0,8.0,3.0,3.0,100.0,14.0,4.7,7.0,9.0,0.0,0.0,0.0,86.1
55.0,Kevin Bentley,Kevin Bentley2009,2009.0,HST,OLB,8.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,Erin Henderson,Erin Henderson2009,2009.0,MIN,OLB,4.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
58.0,Marques Murrell,Marques Murrell2009,2009.0,NYJ,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
