#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
1.0,Justin Smith,Justin Smith2011,2011,SF,DE,947.0,46.5,30.2,1.5,14.5,0.3,41334.0,7.0,14.0,48.0,2.0,40.0,12.0,1.0,30.0
2.0,Calais Campbell,Calais Campbell2011,2011,ARZ,DE,1032.0,32.6,21.8,6.5,2.8,1.5,41306.0,9.0,9.0,29.0,9.0,55.0,7.0,5.0,47.0
3.0,Ray McDonald,Ray McDonald2011,2011,SF,DE,868.0,29.3,9.6,0.5,18.0,1.2,36557.0,6.0,5.0,32.0,2.0,27.0,5.0,5.0,25.0
4.0,Brett Keisel,Brett Keisel2011,2011,PIT,DE,775.0,26.1,10.3,3.0,11.0,1.8,36526.0,3.0,5.0,23.0,6.0,30.0,9.0,3.0,24.0
5.0,J.J. Watt,J.J. Watt2011,2011,HST,DE,808.0,25.5,11.1,3.0,14.5,-3.1,41456.0,7.0,11.0,25.0,4.0,42.0,6.0,6.0,40.0
6.0,Sean Lissemore,Sean Lissemore2011,2011,DAL,DE,242.0,12.8,-0.7,0.0,13.5,0.0,41275.0,1.0,3.0,7.0,0.0,17.0,5.0,1.0,14.0
7.0,Randy Starks,Randy Starks2011,2011,MIA,DE,677.0,12.4,3.3,3.0,6.5,-0.4,36586.0,5.0,7.0,16.0,2.0,27.0,4.0,1.0,24.0
8.0,Darnell Dockett,Darnell Dockett2011,2011,ARZ,DE,1035.0,11.0,13.5,1.0,-2.6,-0.9,36647.0,4.0,15.0,35.0,1.0,30.0,6.0,3.0,28.0
9.0,Antonio D. Smith,Antonio D. Smith2011,2011,HST,DE,747.0,10.9,25.1,0.5,-8.0,-6.7,41548.0,7.0,15.0,29.0,2.0,14.0,4.0,1.0,19.0
10.0,Mike Devito,Mike Devito2011,2011,NYJ,DE,414.0,10.8,-2.0,0.0,12.4,0.4,36526.0,1.0,1.0,7.0,0.0,26.0,4.0,1.0,24.0
11.0,Jason Hatcher,Jason Hatcher2011,2011,DAL,DE,428.0,9.3,7.8,0.5,4.5,-3.5,41395.0,5.0,6.0,14.0,1.0,17.0,5.0,2.0,15.0
12.0,Tyson Jackson,Tyson Jackson2011,2011,KC,DE,610.0,8.6,-6.1,1.0,11.7,2.0,0-0,1.0,1.0,4.0,2.0,46.0,12.0,3.0,40.0
13.0,Kenyon Coleman,Kenyon Coleman2011,2011,DAL,DE,425.0,7.2,-1.9,1.0,7.5,0.6,36526.0,1.0,1.0,9.0,3.0,27.0,9.0,1.0,24.0
14.0,Tim Jamison,Tim Jamison2011,2011,HST,DE,336.0,6.7,1.4,0.5,4.5,0.3,36526.0,2.0,2.0,5.0,2.0,15.0,4.0,1.0,13.0
15.0,Vonnie Holliday,Vonnie Holliday2011,2011,ARZ,DE,159.0,5.9,1.3,1.5,3.0,0.1,0-0,0.0,3.0,4.0,1.0,14.0,1.0,0.0,11.0
16.0,Glenn Dorsey,Glenn Dorsey2011,2011,KC,DE,640.0,5.4,-11.6,-0.5,17.7,-0.2,36586.0,0.0,2.0,2.0,0.0,39.0,16.0,2.0,32.0
17.0,Muhammad Wilkerson,Muhammad Wilkerson2011,2011,NYJ,DE,608.0,4.6,-2.9,-2.0,9.5,0.0,41335.0,3.0,4.0,8.0,2.0,35.0,3.0,8.0,31.0
18.0,Tommie Harris,Tommie Harris2011,2011,SD,DE,287.0,4.5,0.7,1.0,2.5,0.3,36526.0,3.0,0.0,10.0,0.0,8.0,2.0,0.0,11.0
19.0,Allen Bailey,Allen Bailey2011,2011,KC,DE,294.0,4.2,1.1,0.5,1.5,1.1,0-0,1.0,1.0,9.0,2.0,7.0,0.0,1.0,5.0
20.0,Kenrick Ellis,Kenrick Ellis2011,2011,NYJ,DE,69.0,3.0,-0.8,0.0,3.5,0.3,0-0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0
21.0,Ogemdi Nwagbuo,Ogemdi Nwagbuo2011,2011,SD,DE,71.0,2.4,-0.9,0.0,3.0,0.3,0-0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
21.0,Ricky Jean-Francois,Ricky Jean-Francois2011,2011,SF,DE,173.0,2.4,0.3,0.0,2.5,-0.4,36526.0,0.0,0.0,6.0,3.0,7.0,0.0,0.0,6.0
23.0,Steve McLendon,Steve McLendon2011,2011,PIT,DE,28.0,2.1,0.5,0.0,1.5,0.1,0-0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
24.0,Kendall Langford,Kendall Langford2011,2011,MIA,DE,555.0,2.0,7.1,0.5,-5.5,-0.1,36557.0,0.0,2.0,25.0,1.0,15.0,5.0,1.0,10.0
25.0,Clifton Geathers,Clifton Geathers2011,2011,DAL,DE,31.0,1.8,1.8,0.0,0.0,0.0,0-0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
26.0,Kedric Golston,Kedric Golston2011,2011,WAS,DE,174.0,1.2,-2.1,0.0,2.5,0.8,0-0,2.0,0.0,3.0,0.0,6.0,4.0,0.0,7.0
27.0,Ropati Pitoitua,Ropati Pitoitua2011,2011,NYJ,DE,341.0,0.9,-3.9,0.0,3.5,1.3,0-0,2.0,0.0,7.0,0.0,17.0,3.0,1.0,15.0
27.0,Cameron Heyward,Cameron Heyward2011,2011,PIT,DE,198.0,0.9,1.8,0.5,-2.0,0.6,0-0,1.0,4.0,6.0,0.0,10.0,1.0,0.0,9.0
29.0,Jerrell Powe,Jerrell Powe2011,2011,KC,DE,9.0,0.4,-0.1,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Martin Tevaseu,Martin Tevaseu2011,2011,NYJ,DE,13.0,0.4,-0.1,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,Demarcus Dobbs,Demarcus Dobbs2011,2011,SF,DE,34.0,0.2,-0.8,0.0,1.0,0.0,0-0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
32.0,Wallace Gilberry,Wallace Gilberry2011,2011,KC,DE,355.0,-0.2,2.1,0.5,-2.0,-0.8,36557.0,3.0,5.0,10.0,2.0,4.0,0.0,1.0,6.0
32.0,Ian Williams,Ian Williams2011,2011,SF,DE,7.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,Ryan Baker,Ryan Baker2011,2011,MIA,DE,14.0,-0.3,-0.3,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35.0,Ronald Talley,Ronald Talley2011,2011,ARZ,DE,44.0,-0.4,-0.4,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
36.0,B.J. Raji,B.J. Raji2011,2011,GB,DE,47.0,-0.5,-0.7,0.0,0.0,0.2,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37.0,Darrion Scott,Darrion Scott2011,2011,WAS,DE,112.0,-0.6,0.4,0.0,-1.5,0.5,0-0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0
38.0,Corbin Bryant,Corbin Bryant2011,2011,PIT,DE,5.0,-0.7,-0.2,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,Jared Odrick,Jared Odrick2011,2011,MIA,DE,597.0,-0.7,0.3,-0.5,-0.5,0.0,36586.0,5.0,3.0,16.0,1.0,11.0,5.0,2.0,13.0
40.0,Kentwan Balmer,Kentwan Balmer2011,2011,WAS,DE,27.0,-0.8,-0.8,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Will Tukuafu,Will Tukuafu2011,2011,SF,DE,14.0,-1.0,-0.5,0.5,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42.0,Chris Hoke,Chris Hoke2011,2011,PIT,DE,15.0,-1.4,-0.4,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,Stephen Bowen,Stephen Bowen2011,2011,WAS,DE,816.0,-1.6,-3.3,0.5,-2.0,3.2,0-0,7.0,5.0,13.0,1.0,26.0,8.0,1.0,29.0
44.0,Amon Gordon,Amon Gordon2011,2011,KC,DE,85.0,-1.7,-1.0,0.0,-1.0,0.3,0-0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0
45.0,Ryan Pickett,Ryan Pickett2011,2011,GB,DE,429.0,-2.2,-8.2,0.0,4.5,1.5,0-0,0.0,0.0,4.0,2.0,22.0,2.0,1.0,14.0
45.0,Phillip Merling,Phillip Merling2011,2011,MIA,DE,207.0,-2.2,-2.4,0.0,1.0,-0.8,36557.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0,2.0
45.0,Tim Bulman,Tim Bulman2011,2011,HST,DE,119.0,-2.2,-2.4,0.5,-0.5,0.2,0-0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,4.0
48.0,Igor Olshansky,Igor Olshansky2011,2011,MIA,DE,89.0,-2.7,-2.0,0.0,1.0,-1.7,41306.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0
49.0,Marcus Dixon,Marcus Dixon2011,2011,NYJ,DE,318.0,-3.3,-4.4,-1.0,3.0,-0.9,36557.0,2.0,4.0,4.0,1.0,9.0,3.0,2.0,9.0
50.0,Luis Castillo,Luis Castillo2011,2011,SD,DE,31.0,-3.6,-0.7,0.0,-3.0,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50.0,Howard Green,Howard Green2011,2011,GB,DE,232.0,-3.6,-4.5,0.0,0.0,0.9,0-0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,1.0
52.0,Marcus R. Spears,Marcus R. Spears2011,2011,DAL,DE,400.0,-3.8,-3.0,1.0,-3.5,1.7,0-0,1.0,1.0,7.0,2.0,15.0,2.0,0.0,13.0
53.0,C.J. Wilson,C.J. Wilson2011,2011,GB,DE,384.0,-4.8,-9.2,0.5,2.5,1.4,0-0,0.0,0.0,6.0,0.0,22.0,2.0,0.0,17.0
54.0,Aaron Smith,Aaron Smith2011,2011,PIT,DE,174.0,-5.5,-3.1,-0.5,-2.5,0.6,0-0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,5.0
54.0,Jacques Cesaire,Jacques Cesaire2011,2011,SD,DE,252.0,-5.5,-2.4,1.0,-4.0,-0.1,36526.0,0.0,0.0,7.0,0.0,8.0,3.0,1.0,6.0
56.0,Mike Neal,Mike Neal2011,2011,GB,DE,152.0,-6.1,-4.7,0.0,-2.0,0.6,0-0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0
57.0,Tony McDaniel,Tony McDaniel2011,2011,MIA,DE,335.0,-6.4,-4.5,-0.5,-1.5,0.1,36526.0,2.0,2.0,5.0,2.0,14.0,1.0,2.0,9.0
58.0,Corey Liuget,Corey Liuget2011,2011,SD,DE,461.0,-8.3,-1.6,-0.5,-6.0,-0.2,41306.0,1.0,1.0,9.0,2.0,12.0,5.0,1.0,8.0
59.0,Nick Eason,Nick Eason2011,2011,ARZ,DE,133.0,-8.9,-2.3,0.5,-7.5,0.4,0-0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0
60.0,Adam Carriker,Adam Carriker2011,2011,WAS,DE,622.0,-9.7,-3.9,1.0,-9.0,2.2,0-0,5.0,2.0,7.0,0.0,18.0,3.0,0.0,17.0
61.0,Jarius Wynn,Jarius Wynn2011,2011,GB,DE,468.0,-10.1,-12.2,-1.5,2.0,1.6,0-0,3.0,0.0,7.0,0.0,12.0,4.0,1.0,13.0
62.0,Vaughn Martin,Vaughn Martin2011,2011,SD,DE,630.0,-13.1,-12.4,1.0,0.0,-1.7,36617.0,1.0,2.0,5.0,0.0,27.0,13.0,2.0,21.0
63.0,Ziggy Hood,Ziggy Hood2011,2011,PIT,DE,821.0,-21.5,-17.9,0.5,-7.0,2.9,0-0,1.0,4.0,10.0,1.0,19.0,9.0,1.0,13.0
1.0,Justin Smith,Justin Smith2010,2010,SF,DE,818.0,44.2,18.2,1.5,23.5,1.0,36557.0,9.0,8.0,39.0,1.0,48.0,12.0,1.0,47.0
2.0,Cullen Jenkins,Cullen Jenkins2010,2010,GB,DE,435.0,15.3,14.3,0.5,-1.0,1.5,0-0,7.0,8.0,21.0,1.0,7.0,1.0,4.0,12.0
3.0,Shaun Ellis,Shaun Ellis2010,2010,NYJ,DE,686.0,14.9,7.4,1.0,5.5,1.0,36557.0,5.0,7.0,26.0,0.0,20.0,5.0,2.0,22.0
4.0,Stephen Bowen,Stephen Bowen2010,2010,DAL,DE,555.0,14.8,9.8,0.0,4.0,1.0,36526.0,2.0,4.0,27.0,1.0,16.0,3.0,2.0,15.0
5.0,Kendall Langford,Kendall Langford2010,2010,MIA,DE,749.0,14.4,2.8,2.0,8.9,0.7,41334.0,3.0,3.0,21.0,5.0,29.0,10.0,0.0,24.0
6.0,Mike Devito,Mike Devito2010,2010,NYJ,DE,552.0,13.4,-6.1,0.0,18.5,1.0,36526.0,0.0,3.0,4.0,1.0,32.0,10.0,2.0,24.0
7.0,Wallace Gilberry,Wallace Gilberry2010,2010,KC,DE,511.0,11.5,15.3,0.5,-5.0,0.7,36526.0,6.0,6.0,28.0,1.0,11.0,1.0,3.0,15.0
8.0,Calais Campbell,Calais Campbell2010,2010,ARZ,DE,737.0,11.3,12.5,0.0,-1.7,0.5,36557.0,6.0,3.0,24.0,4.0,41.0,4.0,3.0,38.0
9.0,Vonnie Holliday,Vonnie Holliday2010,2010,WAS,DE,422.0,9.3,6.5,1.5,0.0,1.3,0-0,3.0,3.0,19.0,2.0,16.0,4.0,0.0,15.0
9.0,Randy Starks,Randy Starks2010,2010,MIA,DE,720.0,9.3,9.6,1.0,-1.0,-0.3,41334.0,4.0,3.0,24.0,1.0,25.0,1.0,0.0,24.0
11.0,Brett Keisel,Brett Keisel2010,2010,PIT,DE,458.0,7.9,0.3,1.5,4.5,1.6,0-0,3.0,1.0,11.0,5.0,17.0,5.0,2.0,12.0
11.0,Tony McDaniel,Tony McDaniel2010,2010,MIA,DE,426.0,7.9,-0.6,1.0,8.0,-0.5,36557.0,3.0,2.0,12.0,2.0,21.0,5.0,2.0,20.0
13.0,Justin Bannan,Justin Bannan2010,2010,DEN,DE,691.0,6.9,-1.6,0.5,6.3,1.7,36526.0,1.0,6.0,6.0,5.0,20.0,8.0,1.0,15.0
14.0,Marcus R. Spears,Marcus R. Spears2010,2010,DAL,DE,266.0,6.6,-3.3,-0.5,9.5,0.9,0-0,0.0,1.0,2.0,0.0,16.0,4.0,3.0,11.0
15.0,Jason Hatcher,Jason Hatcher2010,2010,DAL,DE,258.0,6.4,7.4,0.5,-2.5,1.0,0-0,2.0,2.0,11.0,0.0,10.0,2.0,0.0,8.0
16.0,Robaire Smith,Robaire Smith2010,2010,CLV,DE,184.0,6.1,1.5,0.0,4.0,0.6,0-0,0.0,1.0,6.0,0.0,11.0,5.0,1.0,7.0
17.0,Shaun Smith,Shaun Smith2010,2010,KC,DE,391.0,6.0,-3.7,0.0,10.5,-0.8,41306.0,1.0,0.0,8.0,0.0,24.0,14.0,0.0,21.0
17.0,Albert Haynesworth,Albert Haynesworth2010,2010,WAS,DE,38.0,6.0,2.9,0.0,3.0,0.1,0-0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0
17.0,Ray McDonald,Ray McDonald2010,2010,SF,DE,584.0,6.0,6.0,1.0,2.0,-3.0,41395.0,0.0,2.0,31.0,2.0,15.0,2.0,1.0,12.0
20.0,Ryan Pickett,Ryan Pickett2010,2010,GB,DE,377.0,5.5,-3.7,-0.5,8.4,1.3,0-0,1.0,1.0,6.0,1.0,25.0,3.0,2.0,21.0
21.0,Adam Carriker,Adam Carriker2010,2010,WAS,DE,601.0,4.9,-1.5,0.5,5.0,0.9,36526.0,1.0,0.0,14.0,0.0,29.0,4.0,0.0,26.0
22.0,Kenyon Coleman,Kenyon Coleman2010,2010,CLV,DE,567.0,4.8,-4.2,1.0,7.9,0.1,36557.0,3.0,1.0,8.0,0.0,54.0,9.0,4.0,45.0
23.0,Mike Neal,Mike Neal2010,2010,GB,DE,81.0,4.6,0.8,0.0,3.5,0.3,0-0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0
24.0,Vince Wilfork,Vince Wilfork2010,2010,NE,DE,339.0,4.4,-3.2,0.5,8.3,-1.2,36586.0,2.0,0.0,6.0,0.0,19.0,2.0,3.0,18.0
25.0,Mike Wright,Mike Wright2010,2010,NE,DE,258.0,2.4,8.0,0.5,-6.0,-0.1,36526.0,4.0,1.0,18.0,0.0,3.0,1.0,1.0,6.0
26.0,Darrion Scott,Darrion Scott2010,2010,WAS,DE,29.0,1.9,0.3,0.0,1.5,0.1,0-0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
27.0,Vaughn Martin,Vaughn Martin2010,2010,SD,DE,185.0,1.7,-0.7,0.0,3.5,-1.1,41306.0,1.0,3.0,3.0,0.0,3.0,2.0,1.0,4.0
28.0,Aaron Smith,Aaron Smith2010,2010,PIT,DE,283.0,1.5,-4.0,0.0,4.5,1.0,0-0,0.0,2.0,8.0,0.0,10.0,3.0,2.0,6.0
28.0,Kenny Iwebema,Kenny Iwebema2010,2010,ARZ,DE,67.0,1.5,0.4,0.0,2.0,-0.9,36526.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
28.0,Brandon Deaderick,Brandon Deaderick2010,2010,NE,DE,220.0,1.5,-1.3,0.0,2.0,0.8,0-0,2.0,0.0,5.0,0.0,6.0,1.0,0.0,8.0
31.0,Glenn Dorsey,Glenn Dorsey2010,2010,KC,DE,936.0,1.4,-14.2,1.5,12.4,1.7,36557.0,2.0,5.0,17.0,0.0,53.0,9.0,2.0,43.0
31.0,Sean Lissemore,Sean Lissemore2010,2010,DAL,DE,9.0,1.4,0.4,0.0,1.0,0.0,0-0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
33.0,Trevor Pryce,Trevor Pryce2010,2010,NYJ,DE,36.0,1.1,1.4,0.0,0.0,-0.3,36526.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
33.0,Igor Olshansky,Igor Olshansky2010,2010,DAL,DE,573.0,1.1,-4.9,2.0,4.0,0.0,36557.0,0.0,2.0,10.0,1.0,22.0,9.0,3.0,16.0
33.0,Jermaine Cunningham,Jermaine Cunningham2010,2010,NE,DE,50.0,1.1,-0.1,0.0,1.0,0.2,0-0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
33.0,Jeremy Jarmon,Jeremy Jarmon2010,2010,WAS,DE,65.0,1.1,1.8,0.0,-1.0,0.3,0-0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0
37.0,Ron Brace,Ron Brace2010,2010,NE,DE,260.0,0.9,-3.7,0.5,3.0,1.1,0-0,0.0,0.0,3.0,0.0,14.0,4.0,0.0,11.0
37.0,Justin Harrell,Justin Harrell2010,2010,GB,DE,2.0,0.9,0.9,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39.0,Alan Branch,Alan Branch2010,2010,ARZ,DE,539.0,0.7,-1.2,0.0,1.9,0.0,36557.0,2.0,4.0,9.0,0.0,23.0,3.0,5.0,23.0
39.0,Myron Pryor,Myron Pryor2010,2010,NE,DE,18.0,0.7,0.1,0.0,0.5,0.1,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41.0,Cam Thomas,Cam Thomas2010,2010,SD,DE,11.0,0.5,1.0,0.0,-0.5,0.0,0-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
41.0,Chris Hoke,Chris Hoke2010,2010,PIT,DE,19.0,0.5,-0.5,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43.0,Spencer Johnson,Spencer Johnson2010,2010,BUF,DE,165.0,0.4,-0.6,-0.5,0.9,0.6,0-0,0.0,1.0,2.0,2.0,11.0,4.0,1.0,7.0
43.0,Marcus Thomas,Marcus Thomas2010,2010,DEN,DE,430.0,0.4,-6.5,1.0,5.9,0.0,41306.0,0.0,2.0,7.0,1.0,23.0,4.0,0.0,20.0
45.0,Jared Odrick,Jared Odrick2010,2010,MIA,DE,22.0,0.3,-0.8,0.5,0.5,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46.0,Alex Magee,Alex Magee2010,2010,KC,DE,51.0,0.1,0.9,0.0,-1.0,0.2,0-0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
47.0,C.J. Wilson,C.J. Wilson2010,2010,GB,DE,232.0,0.0,-2.6,0.0,2.0,0.6,0-0,1.0,4.0,3.0,0.0,13.0,2.0,0.0,11.0
47.0,Clifton Geathers,Clifton Geathers2010,2010,MIA,DE,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,Mike Montgomery,Mike Montgomery2010,2010,GB,DE,3.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,Landon Cohen,Landon Cohen2010,2010,NE,DE,33.0,-0.1,-0.7,0.0,0.5,0.1,0-0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
49.0,Kyle Love,Kyle Love2010,2010,NE,DE,4.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,Jimmy Saddler-McQueen,Jimmy Saddler-McQueen2010,2010,DAL,DE,5.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,Lionel Dotson,Lionel Dotson2010,2010,MIA,DE,44.0,-0.4,-1.0,0.0,0.5,0.1,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
53.0,Vernon Gholston,Vernon Gholston2010,2010,NYJ,DE,251.0,-0.4,-2.5,0.0,1.5,0.6,0-0,0.0,1.0,4.0,0.0,6.0,2.0,1.0,5.0
55.0,Jarron Gilbert,Jarron Gilbert2010,2010,NYJ,DE,22.0,-0.5,-0.6,0.0,0.0,0.1,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56.0,Clifton Geathers,Clifton Geathers2010,2010,DAL,DE,3.0,-0.6,-0.1,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,Steve McLendon,Steve McLendon2010,2010,PIT,DE,12.0,-0.6,-0.6,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
58.0,Darnell Dockett,Darnell Dockett2010,2010,ARZ,DE,872.0,-0.7,8.0,1.5,-9.3,-0.9,41365.0,4.0,11.0,19.0,1.0,36.0,5.0,2.0,32.0
59.0,Marcus Dixon,Marcus Dixon2010,2010,NYJ,DE,43.0,-1.2,-0.3,0.0,-1.0,0.1,0-0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0
59.0,Howard Green,Howard Green2010,2010,GB,DE,167.0,-1.2,-1.9,0.0,0.0,0.7,0-0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,5.0
61.0,Derreck Robinson,Derreck Robinson2010,2010,CLV,DE,214.0,-1.6,-1.7,0.0,0.5,-0.4,36526.0,0.0,2.0,3.0,0.0,14.0,5.0,0.0,9.0
61.0,Jarius Wynn,Jarius Wynn2010,2010,GB,DE,144.0,-1.6,-1.0,0.0,-1.0,0.4,0-0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0
61.0,Gerard Warren,Gerard Warren2010,2010,NE,DE,419.0,-1.6,-0.3,0.5,-3.5,1.7,0-0,4.0,3.0,8.0,0.0,15.0,6.0,0.0,13.0
61.0,Matt Kroul,Matt Kroul2010,2010,NYJ,DE,35.0,-1.6,-0.7,0.0,-1.0,0.1,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
65.0,Tyson Jackson,Tyson Jackson2010,2010,KC,DE,304.0,-1.9,-5.5,0.0,2.5,1.1,0-0,1.0,0.0,2.0,0.0,22.0,4.0,0.0,15.0
65.0,Jeremy Clark,Jeremy Clark2010,2010,DAL,DE,16.0,-1.9,-0.4,0.0,-1.5,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
67.0,Phillip Merling,Phillip Merling2010,2010,MIA,DE,116.0,-2.0,-3.5,1.0,1.0,-0.5,41275.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
68.0,Alex Carrington,Alex Carrington2010,2010,BUF,DE,49.0,-2.3,-1.0,0.0,-1.5,0.2,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,Alfonso Boone,Alfonso Boone2010,2010,SD,DE,57.0,-2.6,1.6,0.0,-4.5,0.3,0-0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
70.0,Travis Ivey,Travis Ivey2010,2010,CLV,DE,21.0,-2.9,-0.5,0.0,-1.5,-0.9,41275.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71.0,Travis Johnson,Travis Johnson2010,2010,SD,DE,202.0,-3.1,-2.0,0.0,-1.5,0.4,36526.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,5.0
72.0,Ogemdi Nwagbuo,Ogemdi Nwagbuo2010,2010,SD,DE,70.0,-3.2,-1.6,0.0,-1.0,-0.6,36526.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73.0,Demetric Evans,Demetric Evans2010,2010,SF,DE,230.0,-3.4,-2.9,0.0,-1.5,1.0,0-0,0.0,1.0,3.0,1.0,11.0,1.0,0.0,8.0
74.0,Eric Moore,Eric Moore2010,2010,NE,DE,59.0,-3.6,-1.8,0.5,-2.5,0.2,0-0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0
75.0,Phillip Daniels,Phillip Daniels2010,2010,WAS,DE,249.0,-3.7,-0.1,0.0,-4.5,0.9,0-0,2.0,1.0,3.0,0.0,14.0,3.0,1.0,12.0
76.0,Marcus Stroud,Marcus Stroud2010,2010,BUF,DE,129.0,-4.2,-1.2,0.0,-2.5,-0.5,41275.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,3.0
77.0,Kevin Vickerson,Kevin Vickerson2010,2010,DEN,DE,419.0,-4.9,-4.9,2.0,-1.5,-0.5,36557.0,1.0,1.0,7.0,1.0,27.0,6.0,3.0,20.0
78.0,Dwan Edwards,Dwan Edwards2010,2010,BUF,DE,172.0,-5.9,-2.4,0.5,-4.6,0.6,0-0,0.0,0.0,2.0,0.0,11.0,3.0,1.0,7.0
78.0,Jacques Cesaire,Jacques Cesaire2010,2010,SD,DE,619.0,-5.9,-5.0,0.5,-2.6,1.2,36526.0,2.0,3.0,14.0,0.0,25.0,4.0,4.0,21.0
80.0,Luis Castillo,Luis Castillo2010,2010,SD,DE,625.0,-7.9,-8.2,1.0,-3.1,2.4,0-0,3.0,0.0,15.0,0.0,16.0,4.0,1.0,16.0
81.0,Isaac Sopoaga,Isaac Sopoaga2010,2010,SF,DE,583.0,-8.3,-6.2,-0.5,-2.6,1.0,36526.0,2.0,2.0,8.0,1.0,21.0,7.0,3.0,19.0
82.0,Kedric Golston,Kedric Golston2010,2010,WAS,DE,454.0,-10.4,-4.6,0.0,-7.5,1.7,0-0,0.0,1.0,9.0,1.0,22.0,8.0,1.0,15.0
