#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
83.0,Pat Williams,Pat Williams2008,2008,MIN,DT,550.0,-1.0,-5.8,0.5,4.3,0.0,36557.0,1.0,1.0,6.0,2.0,27.0,10.0,2.0,19.0
84.0,Randy Starks,Randy Starks2008,2008,MIA,DT,44.0,-1.1,-0.8,-1.0,1.5,-0.8,36526.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0
84.0,Chris Hoke,Chris Hoke2008,2008,PIT,DT,226.0,-1.1,-2.3,0.0,1.5,-0.3,36526.0,1.0,1.0,3.0,0.0,13.0,1.0,2.0,11.0
84.0,J'Vonne Parker,J'Vonne Parker2008,2008,CAR,DT,4.0,-1.1,-0.1,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,Ian Scott,Ian Scott2008,2008,SD,DT,16.0,-1.1,-0.5,0.0,-0.6,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,LeKevin Smith,LeKevin Smith2008,2008,NE,DT,20.0,-1.1,-0.5,0.0,-0.7,0.1,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
89.0,Simon Fraser,Simon Fraser2008,2008,ATL,DT,26.0,-1.2,-0.1,0.0,-1.2,0.1,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
89.0,Daniel Muir,Daniel Muir2008,2008,IND,DT,96.0,-1.2,-0.3,0.0,-1.3,0.4,0-0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
91.0,T.J. Jackson,T.J. Jackson2008,2008,KC,DT,15.0,-1.3,-0.2,0.0,-1.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
91.0,Jeff Charleston,Jeff Charleston2008,2008,NO,DT,21.0,-1.3,-0.8,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,Tony McDaniel,Tony McDaniel2008,2008,JAX,DT,229.0,-1.4,0.9,0.5,-1.7,-1.1,36557.0,1.0,1.0,2.0,3.0,13.0,3.0,0.0,8.0
94.0,Jimmy Kennedy,Jimmy Kennedy2008,2008,JAX,DT,86.0,-1.5,2.9,0.0,-3.7,-0.7,36526.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,5.0
94.0,Ed Johnson,Ed Johnson2008,2008,IND,DT,45.0,-1.5,0.3,0.0,-2.0,0.2,0-0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0
96.0,Jason Ferguson,Jason Ferguson2008,2008,MIA,DT,449.0,-1.6,-4.7,1.5,4.9,-3.3,41395.0,0.0,1.0,6.0,0.0,17.0,3.0,0.0,15.0
96.0,Lionel Dotson,Lionel Dotson2008,2008,MIA,DT,19.0,-1.6,-0.6,0.0,-1.1,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,Josh L. Thomas,Josh L. Thomas2008,2008,IND,DT,40.0,-1.8,-1.2,0.0,-0.8,0.2,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,Jeremy Clark,Jeremy Clark2008,2008,NYG,DT,64.0,-1.8,-0.1,0.5,-2.5,0.3,0-0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
100.0,Darrell Reid,Darrell Reid2008,2008,IND,DT,238.0,-1.9,-1.1,0.0,-0.7,-0.1,36526.0,2.0,0.0,2.0,0.0,10.0,4.0,0.0,12.0
100.0,Spencer Johnson,Spencer Johnson2008,2008,BUF,DT,442.0,-1.9,0.7,1.0,-4.8,1.2,41275.0,2.0,6.0,5.0,2.0,21.0,5.0,0.0,17.0
102.0,William Joseph,William Joseph2008,2008,OAK,DT,96.0,-2.1,-1.0,0.0,-1.4,0.3,0-0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0
103.0,Earl Cochran,Earl Cochran2008,2008,HST,DT,186.0,-2.2,1.6,1.0,-5.5,0.7,0-0,0.0,1.0,6.0,1.0,7.0,0.0,1.0,5.0
104.0,Tim Bulman,Tim Bulman2008,2008,HST,DT,89.0,-2.4,-0.4,0.5,-1.8,-0.7,36526.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
104.0,LaJuan Ramsey,LaJuan Ramsey2008,2008,IND,DT,78.0,-2.4,1.4,0.0,-3.0,-0.8,36526.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0
106.0,Frank Okam,Frank Okam2008,2008,HST,DT,74.0,-2.5,1.5,0.0,-4.3,0.3,0-0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0
106.0,Damione Lewis,Damione Lewis2008,2008,CAR,DT,824.0,-2.5,6.0,1.0,-9.2,-0.3,36617.0,4.0,1.0,22.0,3.0,29.0,6.0,4.0,23.0
106.0,Orien Harris,Orien Harris2008,2008,CIN,DT,161.0,-2.5,-0.5,0.0,-1.6,-0.4,36526.0,0.0,1.0,2.0,0.0,7.0,3.0,0.0,5.0
109.0,Nic Clemons,Nic Clemons2008,2008,DEN,DT,196.0,-2.6,-1.2,0.0,-2.2,0.8,0-0,0.0,0.0,2.0,1.0,8.0,3.0,0.0,5.0
109.0,Paul Spicer,Paul Spicer2008,2008,JAX,DT,29.0,-2.6,-0.4,0.0,-2.3,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,Victor Adeyanju,Victor Adeyanju2008,2008,SL,DT,39.0,-3.0,-0.9,0.0,-1.3,-0.8,36526.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
112.0,Darwin Walker,Darwin Walker2008,2008,CAR,DT,246.0,-3.1,-1.2,0.5,-2.5,0.1,36526.0,0.0,1.0,3.0,2.0,6.0,3.0,0.0,4.0
113.0,Ellis Wyms,Ellis Wyms2008,2008,MIN,DT,244.0,-3.3,1.9,-1.0,-3.2,-1.0,41306.0,3.0,2.0,7.0,0.0,4.0,1.0,1.0,4.0
114.0,Tank Johnson,Tank Johnson2008,2008,DAL,DT,372.0,-3.6,3.1,0.0,-3.3,-3.4,36647.0,1.0,4.0,7.0,0.0,15.0,6.0,1.0,13.0
115.0,Josh Shaw,Josh Shaw2008,2008,DEN,DT,91.0,-3.8,-0.5,0.0,-3.7,0.4,0-0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
116.0,Raheem Brock,Raheem Brock2008,2008,IND,DT,57.0,-4.0,0.9,0.0,-5.1,0.2,0-0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
117.0,Ryan Sims,Ryan Sims2008,2008,TB,DT,356.0,-4.5,3.3,0.0,-9.3,1.5,0-0,1.0,2.0,9.0,2.0,7.0,4.0,1.0,6.0
117.0,Anthony Adams,Anthony Adams2008,2008,CHI,DT,308.0,-4.5,-4.7,0.5,-1.7,1.4,0-0,0.0,2.0,2.0,0.0,16.0,3.0,1.0,11.0
119.0,Adam Carriker,Adam Carriker2008,2008,SL,DT,584.0,-4.6,-3.2,0.5,-2.1,0.2,36557.0,0.0,2.0,6.0,1.0,23.0,3.0,1.0,20.0
120.0,Alfonso Boone,Alfonso Boone2008,2008,KC,DT,135.0,-4.8,0.5,0.5,-5.3,-0.5,41275.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,4.0
121.0,Kentwan Balmer,Kentwan Balmer2008,2008,SF,DT,112.0,-5.2,-1.8,0.0,-3.8,0.4,0-0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
122.0,John Thornton,John Thornton2008,2008,CIN,DT,464.0,-5.5,1.8,0.5,-8.6,0.8,36526.0,1.0,4.0,8.0,2.0,13.0,2.0,2.0,12.0
123.0,Anthony Montgomery,Anthony Montgomery2008,2008,WAS,DT,455.0,-5.6,-0.6,0.5,-6.2,0.7,36526.0,2.0,1.0,6.0,1.0,13.0,5.0,1.0,11.0
124.0,Bryan Robinson,Bryan Robinson2008,2008,ARZ,DT,344.0,-5.7,-3.6,0.0,-2.7,0.6,36526.0,1.0,1.0,3.0,0.0,16.0,4.0,2.0,9.0
124.0,Brian Young,Brian Young2008,2008,NO,DT,269.0,-5.7,-3.4,0.5,-4.0,1.2,0-0,1.0,0.0,4.0,0.0,9.0,2.0,0.0,8.0
124.0,Howard Green,Howard Green2008,2008,SEA,DT,243.0,-5.7,-2.0,0.5,-5.4,1.2,0-0,1.0,0.0,3.0,0.0,15.0,3.0,0.0,13.0
127.0,Ron Edwards,Ron Edwards2008,2008,KC,DT,259.0,-6.1,4.4,0.5,-8.8,-2.2,41334.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,6.0
127.0,Gerard Warren,Gerard Warren2008,2008,OAK,DT,796.0,-6.1,7.1,0.5,-12.8,-0.9,36617.0,4.0,5.0,20.0,1.0,31.0,9.0,3.0,26.0
129.0,Marcus Harrison,Marcus Harrison2008,2008,CHI,DT,431.0,-6.3,-1.2,0.5,-7.4,1.8,0-0,2.0,3.0,4.0,2.0,17.0,3.0,1.0,14.0
130.0,Jeff Zgonina,Jeff Zgonina2008,2008,HST,DT,245.0,-6.4,-1.2,0.0,-6.3,1.1,0-0,0.0,0.0,3.0,0.0,14.0,3.0,2.0,9.0
131.0,Glenn Dorsey,Glenn Dorsey2008,2008,KC,DT,828.0,-6.5,-12.6,0.0,3.0,3.1,0-0,1.0,1.0,6.0,1.0,43.0,6.0,2.0,34.0
132.0,John McCargo,John McCargo2008,2008,BUF,DT,91.0,-6.6,-1.6,0.0,-5.3,0.3,0-0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
133.0,Jason Jefferson,Jason Jefferson2008,2008,ATL,DT,228.0,-6.8,-3.5,1.0,-5.5,1.2,0-0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,5.0
134.0,Craig Terrill,Craig Terrill2008,2008,SEA,DT,482.0,-6.9,1.7,-0.5,-8.8,0.7,36526.0,3.0,3.0,11.0,0.0,14.0,2.0,1.0,14.0
135.0,Antwan Lake,Antwan Lake2008,2008,NO,DT,168.0,-7.1,-4.9,0.5,-3.5,0.8,0-0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0
136.0,Casey Hampton,Casey Hampton2008,2008,PIT,DT,416.0,-7.5,-7.2,-0.5,-0.4,0.6,36526.0,1.0,0.0,0.0,1.0,14.0,0.0,1.0,11.0
136.0,Kendrick Clancy,Kendrick Clancy2008,2008,NO,DT,621.0,-7.5,-3.1,2.5,-8.2,1.3,36526.0,2.0,0.0,9.0,2.0,30.0,7.0,2.0,24.0
138.0,Dusty Dvoracek,Dusty Dvoracek2008,2008,CHI,DT,412.0,-7.6,-3.9,0.5,-3.8,-0.4,36557.0,0.0,1.0,5.0,1.0,21.0,3.0,2.0,15.0
139.0,Kindal Moorehead,Kindal Moorehead2008,2008,ATL,DT,371.0,-7.7,-0.4,1.5,-7.1,-1.7,36586.0,1.0,5.0,7.0,0.0,14.0,2.0,2.0,10.0
140.0,Cory Redding,Cory Redding2008,2008,DET,DT,598.0,-7.8,5.1,0.5,-13.9,0.5,36557.0,4.0,4.0,13.0,0.0,27.0,6.0,2.0,21.0
140.0,Chris Hovan,Chris Hovan2008,2008,TB,DT,804.0,-7.8,-0.2,1.0,-11.7,3.1,0-0,1.0,5.0,13.0,1.0,35.0,5.0,6.0,28.0
142.0,Antonio Johnson,Antonio Johnson2008,2008,IND,DT,205.0,-8.1,-4.5,-0.5,-2.9,-0.2,36526.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,10.0
143.0,Shaun Cody,Shaun Cody2008,2008,DET,DT,697.0,-8.3,-3.1,0.0,-4.4,-0.8,36617.0,0.0,4.0,10.0,3.0,32.0,3.0,0.0,26.0
144.0,Isaac Sopoaga,Isaac Sopoaga2008,2008,SF,DT,328.0,-8.8,-3.4,0.5,-7.2,1.3,0-0,1.0,1.0,1.0,1.0,12.0,4.0,1.0,10.0
144.0,Ryon Bingham,Ryon Bingham2008,2008,SD,DT,292.0,-8.8,-2.9,0.5,-6.5,0.1,41275.0,2.0,0.0,5.0,0.0,13.0,2.0,0.0,9.0
146.0,Hollis Thomas,Hollis Thomas2008,2008,NO,DT,181.0,-9.0,-0.4,-1.0,-8.3,0.7,0-0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0
147.0,Kedric Golston,Kedric Golston2008,2008,WAS,DT,450.0,-9.3,0.8,0.0,-9.9,-0.2,36557.0,2.0,3.0,7.0,1.0,22.0,5.0,0.0,19.0
147.0,Tommy Kelly,Tommy Kelly2008,2008,OAK,DT,810.0,-9.3,11.2,0.5,-21.1,0.1,41334.0,6.0,5.0,24.0,1.0,25.0,14.0,1.0,25.0
149.0,Rob Meier,Rob Meier2008,2008,JAX,DT,647.0,-10.2,-0.2,2.0,-13.5,1.5,41275.0,2.0,3.0,12.0,0.0,30.0,2.0,1.0,28.0
150.0,Clifton Ryan,Clifton Ryan2008,2008,SL,DT,613.0,-10.3,-6.9,0.5,-5.5,1.6,36526.0,0.0,1.0,3.0,1.0,24.0,5.0,2.0,19.0
151.0,Jovan Haye,Jovan Haye2008,2008,TB,DT,492.0,-10.4,-5.5,0.5,-6.1,0.7,36526.0,0.0,1.0,6.0,1.0,23.0,3.0,2.0,18.0
152.0,Domata Peko,Domata Peko2008,2008,CIN,DT,787.0,-10.9,-7.5,3.0,-8.4,2.0,41275.0,0.0,3.0,5.0,3.0,42.0,9.0,2.0,32.0
153.0,La'Roi Glover,La'Roi Glover2008,2008,SL,DT,613.0,-11.4,-1.3,0.0,-10.7,0.6,36557.0,0.0,9.0,10.0,0.0,20.0,3.0,1.0,15.0
153.0,Ronald Fields,Ronald Fields2008,2008,SF,DT,214.0,-11.4,-2.9,0.0,-7.4,-1.1,41306.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,10.0
155.0,Kenny Peterson,Kenny Peterson2008,2008,DEN,DT,524.0,-12.1,6.1,0.5,-18.4,-0.3,36557.0,3.0,6.0,13.0,1.0,11.0,3.0,0.0,9.0
156.0,Dewayne Robertson,Dewayne Robertson2008,2008,DEN,DT,520.0,-12.3,-2.1,0.5,-10.6,-0.1,36557.0,1.0,3.0,6.0,0.0,18.0,2.0,0.0,16.0
157.0,Travis Johnson,Travis Johnson2008,2008,HST,DT,426.0,-12.8,-3.8,0.0,-8.7,-0.3,36557.0,1.0,3.0,1.0,2.0,20.0,1.0,2.0,16.0
158.0,Pat Sims,Pat Sims2008,2008,CIN,DT,454.0,-13.1,-2.9,1.0,-10.8,-0.4,36557.0,1.0,3.0,4.0,0.0,23.0,6.0,0.0,17.0
159.0,Tank Tyler,Tank Tyler2008,2008,KC,DT,804.0,-13.4,-1.3,-0.5,-10.8,-0.8,41365.0,0.0,5.0,14.0,0.0,30.0,4.0,3.0,20.0
160.0,Eric Foster,Eric Foster2008,2008,IND,DT,442.0,-14.2,-1.9,0.0,-9.9,-2.4,41365.0,1.0,2.0,7.0,1.0,30.0,2.0,2.0,22.0
161.0,Jason D. Jones,Jason D. Jones2008,2008,TEN,DT,458.0,-15.1,5.3,2.0,-19.1,-3.3,36678.0,6.0,4.0,10.0,2.0,21.0,2.0,1.0,15.0
162.0,Chartric Darby,Chartric Darby2008,2008,DET,DT,492.0,-17.5,-5.8,0.5,-11.1,-1.1,36586.0,2.0,1.0,1.0,0.0,24.0,2.0,0.0,21.0
163.0,Marcus Thomas,Marcus Thomas2008,2008,DEN,DT,585.0,-22.4,-9.4,0.0,-14.2,1.2,36526.0,0.0,1.0,4.0,0.0,26.0,7.0,2.0,22.0
164.0,Keyunta Dawson,Keyunta Dawson2008,2008,IND,DT,637.0,-30.2,-5.3,1.0,-27.3,1.4,36526.0,0.0,3.0,9.0,0.0,20.0,11.0,3.0,9.0
1.0,J.J. Watt,J.J. Watt2012,2012,HST,DE,957.0,101.6,55.8,2.0,45.5,-1.7,41395.0,21.0,25.0,30.0,15.0,57.0,9.0,2.0,72.0
