#,Name,NameYear,Year,Team,Position,Snaps,Overall,Pass,Run,Blocking,Penalty,# of Pen,Att.,Yds,Avg.,YCo,YCo / Att.,LG,TD,MT,Fu
31,Brit Miller,Brit Miller2012,2012,SL,FB,121,0.4,-1.5,0,2.3,-0.4,Jan-00,0,0,0,0,0,0,0,0,0
32,Robert Hughes,Robert Hughes2012,2012,IND,FB,28,0.3,0,0.3,0,0,0-0,1,5,5,3,3,5,0,0,0
33,Will Ta'ufo'ou,Will Ta'ufo'ou2012,2012,JAX,FB,49,0.2,-0.1,0,0.1,0.2,0-0,0,0,0,0,0,0,0,0,0
34,Richard Brockel,Richard Brockel2012,2012,CAR,FB,5,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
34,Jake O'Connell,Jake O'Connell2012,2012,KC,FB,11,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
34,Michael Hoomanawanui,Michael Hoomanawanui2012,2012,NE,FB,3,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
37,Terrance Ganaway,Terrance Ganaway2012,2012,SL,FB,5,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
37,Collin Mooney,Collin Mooney2012,2012,TEN,FB,10,0,0,-0.1,0.1,0,0-0,5,19,3.8,15,3,8,0,0,0
37,Mario Haggan (Off.),Mario Haggan (Off.)2012,2012,SL,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
37,Shaun Smith (Off.),Shaun Smith (Off.)2012,2012,KC,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
41,Charles Clay,Charles Clay2012,2012,MIA,FB,37,-0.1,-0.2,0,0,0.1,0-0,0,0,0,0,0,0,0,0,0
41,Matt Asiata,Matt Asiata2012,2012,MIN,FB,19,-0.1,0,-0.2,0.1,0,0-0,1,1,1,1,1,1,0,0,0
43,Chris Gronkowski,Chris Gronkowski2012,2012,DEN,FB,39,-0.3,0.5,0,-0.8,0,0-0,0,0,0,0,0,0,0,0,0
44,Jalen Parmele,Jalen Parmele2012,2012,JAX,FB,8,-0.4,0,0,-0.4,0,0-0,0,0,0,0,0,0,0,0,0
44,Jorvorskie Lane,Jorvorskie Lane2012,2012,MIA,FB,307,-0.4,1.1,-1.9,0.8,-0.4,1-Feb,13,13,1,10,0.8,4,2,0,1
44,Shaun Chapas,Shaun Chapas2012,2012,DET,FB,15,-0.4,0,0,-0.4,0,0-0,0,0,0,0,0,0,0,0,0
47,Jamize Olawale,Jamize Olawale2012,2012,OAK,FB,14,-0.5,0,0,-0.5,0,0-0,0,0,0,0,0,0,0,0,0
48,Lawrence Vickers,Lawrence Vickers2012,2012,DAL,FB,305,-0.7,1.3,-0.1,0.8,-2.7,1-Apr,3,11,3.7,5,1.7,13,0,0,0
48,Lex Hilliard,Lex Hilliard2012,2012,NE,FB,9,-0.7,0,-0.2,-0.5,0,0-0,1,2,2,1,1,2,0,0,0
50,Chris Pressley,Chris Pressley2012,2012,CIN,FB,187,-0.8,-0.8,0,-0.8,0.8,0-0,0,0,0,0,0,0,0,0,0
51,Dorin Dickerson,Dorin Dickerson2012,2012,BUF,FB,94,-1.1,-1.4,0,0,0.3,0-0,0,0,0,0,0,0,0,0,0
51,Anthony Sherman,Anthony Sherman2012,2012,ARZ,FB,243,-1.1,-0.4,0,-0.7,0,Jan-00,0,0,0,0,0,0,0,0,0
53,John Conner,John Conner2012,2012,CIN,FB,24,-1.2,0,0,-1.3,0.1,0-0,0,0,0,0,0,0,0,0,0
54,Emil Igwenagu,Emil Igwenagu2012,2012,PHI,FB,12,-1.4,0,0,-1.4,0,0-0,0,0,0,0,0,0,0,0,0
54,Erik Lorig,Erik Lorig2012,2012,TB,FB,432,-1.4,1.5,0,0.5,-3.4,2-May,0,0,0,0,0,0,0,0,0
56,Reagan Mauia,Reagan Mauia2012,2012,ARZ,FB,47,-1.5,0.4,0,-0.1,-1.8,Feb-00,0,0,0,0,0,0,0,0,0
57,Quinn Johnson,Quinn Johnson2012,2012,TEN,FB,257,-1.7,-1.4,0.2,-0.4,-0.1,1-Jan,4,5,1.3,4,1,3,0,0,0
58,Owen Marecic,Owen Marecic2012,2012,CLV,FB,114,-2.7,-4.4,0,1.2,0.5,0-0,0,0,0,0,0,0,0,0,0
59,John Conner,John Conner2012,2012,NYJ,FB,52,-3.2,0,0,-3.4,0.2,0-0,0,0,0,0,0,0,0,0,0
60,Le'Ron McClain,Le'Ron McClain2012,2012,SD,FB,343,-3.8,0.4,-1.2,-4.5,1.5,0-0,14,42,3,27,1.9,17,0,0,0
61,Alex Smith,Alex Smith2012,2012,CLV,FB,182,-5.1,-1.6,0,-4.2,0.7,0-0,0,0,0,0,0,0,0,0,0
62,Lousaka Polite,Lousaka Polite2012,2012,ATL,FB,99,-7.1,-1,0,-6.5,0.4,0-0,0,0,0,0,0,0,0,0,0
63,Lex Hilliard,Lex Hilliard2012,2012,NYJ,FB,275,-9.8,-1.7,0.1,-9.3,1.1,0-0,8,31,3.9,15,1.9,9,0,1,0
1,Vonta Leach,Vonta Leach2011,2011,BLT,FB,585,14.2,0.2,0.6,13.2,0.2,Feb-00,12,35,2.9,18,1.5,6,0,0,0
2,Jed Collins,Jed Collins2011,2011,NO,FB,498,12.8,-0.5,0.7,14.7,-2.1,Apr-00,4,4,1,3,0.8,2,2,0,0
3,Greg Jones II,Greg Jones II2011,2011,JAX,FB,408,10.2,-1.3,0.6,10.4,0.5,1-Jan,2,7,3.5,5,2.5,6,1,0,0
4,Jim Kleinsasser,Jim Kleinsasser2011,2011,MIN,FB,333,7.4,-1.1,0,9.8,-1.3,Mar-00,0,0,0,0,0,0,0,0,0
5,John Conner,John Conner2011,2011,NYJ,FB,378,6.7,-1.8,1.5,6.4,0.6,1-Feb,13,44,3.4,16,1.2,13,1,0,0
6,Chris Pressley,Chris Pressley2011,2011,CIN,FB,282,6,0.1,0,4.9,1,0-0,0,0,0,0,0,0,0,0,0
6,Marcel Reece,Marcel Reece2011,2011,OAK,FB,341,6,4.8,1.7,-1.8,1.3,0-0,17,112,6.6,67,3.9,26,0,3,0
8,Charles Clay,Charles Clay2011,2011,MIA,FB,81,4.7,3.1,0,1.3,0.3,0-0,0,0,0,0,0,0,0,0,0
9,Corey McIntyre,Corey McIntyre2011,2011,BUF,FB,104,4.1,-0.1,0,5,-0.8,Jan-00,0,0,0,0,0,0,0,0,0
10,Isaac Sopoaga (Off.),Isaac Sopoaga (Off.)2011,2011,SF,FB,43,4,0,0,5,-1,Jan-00,0,0,0,0,0,0,0,0,0
11,Anthony Sherman,Anthony Sherman2011,2011,ARZ,FB,233,3.9,0.7,0.3,2.1,0.8,0-0,1,3,3,3,3,3,0,0,0
12,Bruce Miller,Bruce Miller2011,2011,SF,FB,335,3.7,1.3,-1.3,6.5,-2.8,Apr-00,4,8,2,7,1.8,3,0,0,1
13,Manase Tonga,Manase Tonga2011,2011,OAK,FB,181,3.4,-1.1,0.3,3.6,0.6,0-0,1,12,12,3,3,12,0,0,0
14,Darrel Young,Darrel Young2011,2011,WAS,FB,286,3.2,1.2,1.4,0.5,0.1,Jan-00,6,33,5.5,22,3.7,12,1,2,0
15,Richard Brockel,Richard Brockel2011,2011,CAR,FB,124,2.9,0.9,-0.1,1.6,0.5,0-0,3,12,4,3,1,7,1,0,0
16,James Casey,James Casey2011,2011,HST,FB,337,2.7,5.7,0.3,-3.5,0.2,Jan-00,1,11,11,2,2,11,0,0,0
17,Josh Baker,Josh Baker2011,2011,NYJ,FB,37,2.4,0.7,0,1.6,0.1,0-0,0,0,0,0,0,0,0,0,0
18,Mike Cox,Mike Cox2011,2011,ATL,FB,135,1.7,-1.8,0,3,0.5,0-0,0,0,0,0,0,0,0,0,0
19,Henry Hynoski,Henry Hynoski2011,2011,NYG,FB,271,1.6,2.1,0,1.5,-2,Mar-00,0,0,0,0,0,0,0,0,0
19,Alex Smith,Alex Smith2011,2011,CLV,FB,25,1.6,-0.1,0,1.6,0.1,0-0,0,0,0,0,0,0,0,0,0
21,Lawrence Vickers,Lawrence Vickers2011,2011,HST,FB,235,1.5,-2.2,-0.2,3,0.9,0-0,1,0,0,1,1,0,0,0,0
22,Michael Sellers,Michael Sellers2011,2011,WAS,FB,49,1.3,0.3,0,0.8,0.2,0-0,0,0,0,0,0,0,0,0,0
22,Ryan Mahaffey,Ryan Mahaffey2011,2011,IND,FB,30,1.3,1,0,0.3,0,0-0,0,0,0,0,0,0,0,0,0
24,Jerome Felton,Jerome Felton2011,2011,IND,FB,60,0.9,0.4,0,0.2,0.3,0-0,0,0,0,0,0,0,0,0,0
25,Korey Hall,Korey Hall2011,2011,NO,FB,49,0.8,0,0,0.6,0.2,0-0,0,0,0,0,0,0,0,0,0
26,Allen Reisner,Allen Reisner2011,2011,MIN,FB,3,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
26,Eddie Williams,Eddie Williams2011,2011,CLV,FB,15,0.5,0,0,0.4,0.1,0-0,0,0,0,0,0,0,0,0,0
26,B.J. Raji (Off.),B.J. Raji (Off.)2011,2011,GB,FB,4,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
26,Brock Bolen,Brock Bolen2011,2011,JAX,FB,102,0.5,-0.6,0.1,0.7,0.3,0-0,2,14,7,7,3.5,10,0,1,0
30,Richard Gordon,Richard Gordon2011,2011,OAK,FB,48,0.4,-0.1,0,0.4,0.1,0-0,0,0,0,0,0,0,0,0,0
31,Moran Norris,Moran Norris2011,2011,SF,FB,107,0.3,-0.1,0,0,0.4,0-0,0,0,0,0,0,0,0,0,0
31,Lex Hilliard,Lex Hilliard2011,2011,MIA,FB,163,0.3,-0.6,1.6,-0.3,-0.4,Jan-00,10,21,2.1,15,1.5,4,0,0,0
33,Chris Gronkowski,Chris Gronkowski2011,2011,IND,FB,30,0.2,0,0,0.2,0,0-0,0,0,0,0,0,0,0,0,0
33,Dane Fletcher (Off.),Dane Fletcher (Off.)2011,2011,NE,FB,13,0.2,0,0,0.2,0,0-0,0,0,0,0,0,0,0,0,0
35,Shaun Chapas,Shaun Chapas2011,2011,DAL,FB,8,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
35,Letroy Guion (Off.),Letroy Guion (Off.)2011,2011,MIN,FB,6,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
35,Ryan Wendell,Ryan Wendell2011,2011,NE,FB,1,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
35,Domata Peko (Off.),Domata Peko (Off.)2011,2011,CIN,FB,4,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
39,D.J. Williams Jr.,D.J. Williams Jr.2011,2011,GB,FB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Paul Soliai (Off.),Paul Soliai (Off.)2011,2011,MIA,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Dylan Gandy,Dylan Gandy2011,2011,DET,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Mike McNeill,Mike McNeill2011,2011,IND,FB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Montell Owens,Montell Owens2011,2011,JAX,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Trai Essex,Trai Essex2011,2011,PIT,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
45,Josh Price-Brent (Off.),Josh Price-Brent (Off.)2011,2011,DAL,FB,4,-0.2,0,0,-0.2,0,0-0,0,0,0,0,0,0,0,0,0
46,Lousaka Polite,Lousaka Polite2011,2011,NE,FB,10,-0.6,-0.1,0,-0.5,0,0-0,0,0,0,0,0,0,0,0,0
46,Owen Marecic,Owen Marecic2011,2011,CLV,FB,257,-0.6,-1.5,-0.3,1.1,0.1,1-Jan,4,8,2,5,1.3,3,0,0,0
48,Erik Lorig,Erik Lorig2011,2011,TB,FB,246,-0.8,0.2,0,-1.9,0.9,0-0,0,0,0,0,0,0,0,0,0
48,Le'Ron McClain,Le'Ron McClain2011,2011,KC,FB,413,-0.8,1.6,-0.3,-1.6,-0.5,1-Feb,15,51,3.4,27,1.8,12,1,1,0
48,Donald Thomas,Donald Thomas2011,2011,NE,FB,12,-0.8,0,0,-0.8,0,0-0,0,0,0,0,0,0,0,0,0
51,Ovie Mughelli,Ovie Mughelli2011,2011,ATL,FB,149,-1,-1.1,-0.4,0.1,0.4,0-0,2,1,0.5,3,1.5,1,0,0,0
52,Reagan Mauia,Reagan Mauia2011,2011,ARZ,FB,42,-1.1,0.4,0,-1.6,0.1,0-0,0,0,0,0,0,0,0,0,0
53,Rock Cartwright,Rock Cartwright2011,2011,OAK,FB,33,-1.4,-1.2,0,-0.3,0.1,0-0,0,0,0,0,0,0,0,0,0
54,Eddie Williams,Eddie Williams2011,2011,SEA,FB,21,-1.6,0.3,-0.4,-1.5,0,0-0,2,2,1,4,2,1,0,0,0
55,Quinn Johnson,Quinn Johnson2011,2011,TEN,FB,70,-1.7,0.3,0,-2.3,0.3,0-0,0,0,0,0,0,0,0,0,0
56,John Kuhn,John Kuhn2011,2011,GB,FB,407,-1.9,-0.8,-0.2,-1.5,0.6,Jan-00,30,78,2.6,56,1.9,12,4,1,0
57,Jerome Felton,Jerome Felton2011,2011,CAR,FB,111,-2.5,-1.5,0.9,-1.2,-0.7,Jan-00,3,10,3.3,4,1.3,4,0,0,0
58,Bear Pascoe,Bear Pascoe2011,2011,NYG,FB,133,-2.7,0.9,0,-2.1,-1.5,Feb-00,0,0,0,0,0,0,0,0,0
59,Spencer Larsen,Spencer Larsen2011,2011,DEN,FB,244,-2.9,2,1.4,-7,0.7,0-0,14,44,3.1,25,1.8,6,0,0,0
60,John Phillips,John Phillips2011,2011,DAL,FB,204,-3,0.7,0,-3.5,-0.2,Jan-00,0,0,0,0,0,0,0,0,0
61,Michael Robinson,Michael Robinson2011,2011,SEA,FB,220,-3.1,1.1,-1.7,-3.1,0.6,0-0,4,7,1.8,4,1,3,0,0,1
62,Brit Miller,Brit Miller2011,2011,SL,FB,126,-3.2,0.8,0,-3.3,-0.7,Jan-00,5,14,2.8,11,2.2,12,0,0,0
63,Ryan D'Imperio,Ryan D'Imperio2011,2011,MIN,FB,143,-3.3,0.1,0,-3.9,0.5,0-0,0,0,0,0,0,0,0,0,0
64,Owen Schmitt,Owen Schmitt2011,2011,PHI,FB,174,-3.8,-0.2,-0.7,-2.8,-0.1,1-Jan,4,6,1.5,3,0.8,4,0,0,0
65,Ahmard Hall,Ahmard Hall2011,2011,TEN,FB,245,-4.4,1.1,-1.7,-2.9,-0.9,1-Feb,6,24,4,16,2.7,12,0,1,1
66,Tony Fiammetta,Tony Fiammetta2011,2011,DAL,FB,227,-5.8,-0.6,-0.3,-3.6,-1.3,Feb-00,4,4,1,3,0.8,3,0,0,0
67,Jacob Hester,Jacob Hester2011,2011,SD,FB,302,-7.2,-4.7,-1,-0.8,-0.7,Feb-00,17,43,2.5,20,1.2,12,0,0,0
68,Tyler Clutts,Tyler Clutts2011,2011,CHI,FB,312,-17.3,-2.7,0,-12.9,-1.7,2-Mar,0,0,0,0,0,0,0,0,0
1,reg Jones II,reg Jones II2010,2010,JAX,FB,498,13.5,-0.3,-0.6,13.6,0.8,Jan-00,2,4,2,2,1,3,0,0,0
2,vie Mughelli,vie Mughelli2010,2010,ATL,FB,451,11.3,1.4,-0.5,10.7,-0.3,Feb-00,13,36,2.8,26,2,6,0,0,0
3,onta Leach,onta Leach2010,2010,HST,FB,413,8.1,-0.5,0,7,1.6,0-0,0,0,0,0,0,0,0,0,0
4,hris Gronkowski,hris Gronkowski2010,2010,DAL,FB,337,5.7,-0.2,1.1,3.6,1.2,0-0,5,17,3.4,9,1.8,8,0,0,0
5,uinn Johnson,uinn Johnson2010,2010,GB,FB,203,5.3,1,0,3.5,0.8,0-0,0,0,0,0,0,0,0,0,0
6,orey Hall,orey Hall2010,2010,GB,FB,153,5.1,0.2,0,4.2,0.7,0-0,0,0,0,0,0,0,0,0,0
7,ammy Morris,ammy Morris2010,2010,NE,FB,103,3.2,-0.3,0.6,2.8,0.1,0-0,10,29,2.9,16,1.6,7,0,0,0
8,saac Redman,saac Redman2010,2010,PIT,FB,92,2.8,-0.1,0.7,1.9,0.3,0-0,24,104,4.3,62,2.6,16,0,6,0
8,eagan Mauia,eagan Mauia2010,2010,ARZ,FB,185,2.8,0.8,0,2.4,-0.4,Jan-00,0,0,0,0,0,0,0,0,0
10,ichael Robinson,ichael Robinson2010,2010,SEA,FB,230,2.6,-2.4,0.2,4.9,-0.1,Jan-00,12,77,6.4,43,3.6,17,0,1,0
11,arcel Reece,arcel Reece2010,2010,OAK,FB,538,2.3,2.7,-1.6,3.1,-1.9,1-May,30,122,4.1,55,1.8,31,1,2,1
12,rock Bolen,rock Bolen2010,2010,JAX,FB,33,1.9,0.3,0,1.6,0,0-0,0,0,0,0,0,0,0,0,0
12,ichael Sellers,ichael Sellers2010,2010,WAS,FB,372,1.9,-3.2,-0.3,4,1.4,0-0,4,2,0.5,5,1.3,1,0,0,0
14,ear Pascoe,ear Pascoe2010,2010,NYG,FB,387,1.5,0.9,0,2.4,-1.8,1-Mar,0,0,0,0,0,0,0,0,0
14,ony Fiammetta,ony Fiammetta2010,2010,CAR,FB,297,1.5,0.3,0.2,-0.3,1.3,0-0,7,22,3.1,10,1.4,11,0,0,0
14,ohn Kuhn,ohn Kuhn2010,2010,GB,FB,100,1.5,0,1.9,-0.8,0.4,0-0,14,50,3.6,34,2.4,12,4,1,0
17,ony Richardson,ony Richardson2010,2010,NYJ,FB,393,1.4,-0.7,0.5,1.1,0.5,Jan-00,5,13,2.6,7,1.4,4,0,0,0
18,eon Anderson,eon Anderson2010,2010,DAL,FB,17,1.3,0,0,1.2,0.1,0-0,0,0,0,0,0,0,0,0,0
19,oug Legursky,oug Legursky2010,2010,PIT,FB,2,1,0,0,1,0,0-0,0,0,0,0,0,0,0,0,0
19,eggie Kelly,eggie Kelly2010,2010,CIN,FB,34,1,-0.1,0,1,0.1,0-0,0,0,0,0,0,0,0,0,0
21,cott Chandler,cott Chandler2010,2010,DAL,FB,33,0.9,-0.1,0,0.9,0.1,0-0,0,0,0,0,0,0,0,0,0
21,ackie Battle,ackie Battle2010,2010,KC,FB,11,0.9,0,0.9,0,0,0-0,3,12,4,7,2.3,7,0,0,0
23,aniel Coats,aniel Coats2010,2010,CIN,FB,23,0.7,0,0,0.7,0,0-0,0,0,0,0,0,0,0,0,0
24,ashawn Jackson,ashawn Jackson2010,2010,CAR,FB,26,0.6,-0.1,0,1.6,-0.9,Jan-00,0,0,0,0,0,0,0,0,0
24,hris L. White,hris L. White2010,2010,SEA,FB,2,0.6,0,0,0.6,0,0-0,0,0,0,0,0,0,0,0,0
26,illy Latsko,illy Latsko2010,2010,SD,FB,7,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
26,ock Cartwright,ock Cartwright2010,2010,OAK,FB,3,0.5,0,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
28,atrick Cobbs,atrick Cobbs2010,2010,MIA,FB,13,0.3,0.8,0,-0.5,0,0-0,0,0,0,0,0,0,0,0,0
28,ehuu Caulcrick,ehuu Caulcrick2010,2010,BUF,FB,1,0.3,0,0.3,0,0,0-0,1,2,2,2,2,2,0,0,0
28,regg Lumpkin,regg Lumpkin2010,2010,TB,FB,4,0.3,0,-0.2,0.5,0,0-0,1,0,0,0,0,0,0,0,0
28,urtis Brinkley,urtis Brinkley2010,2010,SD,FB,3,0.3,0,0.3,0,0,0-0,1,9,9,3,3,9,0,0,0
32,yan Purvis,yan Purvis2010,2010,TB,FB,10,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
33,on Asamoah,on Asamoah2010,2010,KC,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,alen Parmele,alen Parmele2010,2010,BLT,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,tefan Logan,tefan Logan2010,2010,DET,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,eremy Bridges,eremy Bridges2010,2010,ARZ,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ex Hadnot,ex Hadnot2010,2010,ARZ,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ntone Smith,ntone Smith2010,2010,ATL,FB,9,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,avarris James,avarris James2010,2010,IND,FB,4,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ohn Paul Foschi,ohn Paul Foschi2010,2010,CIN,FB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ontell Owens,ontell Owens2010,2010,JAX,FB,4,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ichael Palmer,ichael Palmer2010,2010,ATL,FB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
33,ontrae Holland,ontrae Holland2010,2010,DAL,FB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
44,acob Hester,acob Hester2010,2010,SD,FB,412,-0.1,2.5,-1.9,-2.1,1.4,0-0,26,60,2.3,41,1.6,6,0,0,0
45,an Skuta,an Skuta2010,2010,CIN,FB,14,-0.2,0,-0.2,0,0,0-0,0,0,0,0,0,0,0,0,0
45,ike Cox,ike Cox2010,2010,KC,FB,150,-0.2,0.2,0,-0.9,0.5,0-0,0,0,0,0,0,0,0,0,0
47,aniel Coats,aniel Coats2010,2010,DEN,FB,13,-0.4,0,0,-0.4,0,0-0,0,0,0,0,0,0,0,0,0
48,e'Ron McClain,e'Ron McClain2010,2010,BLT,FB,558,-0.7,0,-0.7,1,-1,Mar-00,28,85,3,48,1.7,16,0,1,0
49,uss Hochstein,uss Hochstein2010,2010,DEN,FB,5,-0.9,0,0,-0.9,0,0-0,0,0,0,0,0,0,0,0,0
49,avid Johnson,avid Johnson2010,2010,PIT,FB,234,-0.9,-0.2,0,0.5,-1.2,Feb-00,0,0,0,0,0,0,0,0,0
51,erome Johnson,erome Johnson2010,2010,ARZ,FB,16,-1,-0.6,0,-0.5,0.1,0-0,0,0,0,0,0,0,0,0,0
52,pencer Larsen,pencer Larsen2010,2010,DEN,FB,174,-1.1,1.3,-0.1,-1.7,-0.6,Jan-00,3,18,6,16,5.3,14,0,2,0
53,rit Miller,rit Miller2010,2010,SL,FB,55,-1.3,-0.2,0,-0.4,-0.7,Jan-00,0,0,0,0,0,0,0,0,0
54,hris Pressley,hris Pressley2010,2010,CIN,FB,82,-1.5,-0.1,-0.2,-1.5,0.3,0-0,1,0,0,1,1,0,0,0,0
55,orey McIntyre,orey McIntyre2010,2010,BUF,FB,300,-1.6,-2.5,0.2,1.6,-0.9,Feb-00,4,5,1.3,4,1,2,1,0,0
56,esmond Clark,esmond Clark2010,2010,CHI,FB,16,-1.8,-1,0,-0.8,0,0-0,0,0,0,0,0,0,0,0,0
57,wen Schmitt,wen Schmitt2010,2010,PHI,FB,352,-2.5,2.6,0,-5.4,0.3,Jan-00,0,0,0,0,0,0,0,0,0
57,ason Wright,ason Wright2010,2010,ARZ,FB,40,-2.5,-1.4,0,-1.1,0,0-0,0,0,0,0,0,0,0,0,0
59,im Castille,im Castille2010,2010,KC,FB,259,-3,0.7,-1,-2.7,0,Jan-00,5,3,0.6,6,1.2,3,0,0,0
59,ex Hilliard,ex Hilliard2010,2010,MIA,FB,41,-3,0,0,-3,0,0-0,0,0,0,0,0,0,0,0,0
59,hris Pressley,hris Pressley2010,2010,TB,FB,33,-3,0,0,-3.1,0.1,0-0,0,0,0,0,0,0,0,0,0
59,uinton Ganther,uinton Ganther2010,2010,SEA,FB,35,-3,-0.3,0,-1.8,-0.9,Jan-00,0,0,0,0,0,0,0,0,0
63,rik Lorig,rik Lorig2010,2010,TB,FB,112,-3.2,0.1,0,-2.7,-0.6,Jan-00,0,0,0,0,0,0,0,0,0
63,oran Norris,oran Norris2010,2010,SF,FB,310,-3.2,-2.6,-0.6,-1.2,1.2,0-0,3,0,0,2,0.7,1,0,0,0
65,erome Felton,erome Felton2010,2010,DET,FB,204,-4.5,-2.5,-1.5,-0.3,-0.2,Jan-00,22,76,3.5,60,2.7,9,0,1,1
66,ohn Conner,ohn Conner2010,2010,NYJ,FB,139,-4.8,-0.2,-0.9,-3,-0.7,Jan-00,8,44,5.5,29,3.6,16,1,0,0
67,ousaka Polite,ousaka Polite2010,2010,MIA,FB,537,-5.4,0,2.1,-8.6,1.1,Jan-00,26,62,2.4,38,1.5,4,1,0,0
68,adison Hedgecock,adison Hedgecock2010,2010,NYG,FB,88,-6.1,-0.2,0,-5.3,-0.6,Jan-00,0,0,0,0,0,0,0,0,0
69,arnest Graham,arnest Graham2010,2010,TB,FB,259,-6.6,0.9,-1.6,-6.9,1,0-0,20,99,5,37,1.9,61,1,2,1
70,eath Evans,eath Evans2010,2010,NO,FB,332,-7,-0.7,-0.4,-6.2,0.3,Jan-00,2,2,1,1,0.5,2,0,0,0
71,aufahu Tahi,aufahu Tahi2010,2010,MIN,FB,248,-8.1,0,-0.2,-6.9,-1,1-Feb,1,1,1,0,0,1,0,0,0
72,awrence Vickers,awrence Vickers2010,2010,CLV,FB,385,-8.8,-3.6,0.1,-5.9,0.6,1-Feb,5,11,2.2,8,1.6,3,0,0,0
73,ike Karney,ike Karney2010,2010,SL,FB,218,-9.3,-0.9,-0.7,-7.6,-0.1,Jan-00,6,12,2,9,1.5,4,0,0,0
74,hmard Hall,hmard Hall2010,2010,TEN,FB,283,-20.8,-0.4,-0.2,-21.2,1,0-0,1,1,1,1,1,1,0,0,0
1,Lousaka Polite,Lousaka Polite2009,2009,MIA,FB,621,15.2,-2,1.9,13.9,1.4,Jan-00,37,123,3.3,75,2,13,0,0,1
2,Ovie Mughelli,Ovie Mughelli2009,2009,ATL,FB,364,13.8,0.3,0,13.3,0.2,Jan-00,4,10,2.5,7,1.8,4,0,0,0
3,Le'Ron McClain,Le'Ron McClain2009,2009,BLT,FB,599,13.1,2.3,0,8.5,2.3,0-0,46,180,3.9,85,1.8,20,2,1,0
4,Deon Anderson,Deon Anderson2009,2009,DAL,FB,330,9.2,-0.9,0,11.6,-1.5,Mar-00,0,0,0,0,0,0,0,0,0
5,Jeremi Johnson,Jeremi Johnson2009,2009,CIN,FB,354,9,-1.9,-1.3,11.7,0.5,Jan-00,4,8,2,5,1.3,4,0,0,1
6,Leonard Weaver,Leonard Weaver2009,2009,PHI,FB,477,7.7,0,1.4,5.1,1.2,Jan-00,70,323,4.6,194,2.8,41,2,8,0
7,Earnest Graham,Earnest Graham2009,2009,TB,FB,173,6.4,-0.7,2.6,3.7,0.8,0-0,5,41,8.2,36,7.2,17,0,3,0
8,Mike Tolbert,Mike Tolbert2009,2009,SD,FB,291,5.5,-0.3,0.9,3.9,1,0-0,25,148,5.9,117,4.7,32,1,5,0
9,Jerome Felton,Jerome Felton2009,2009,DET,FB,290,5,0.7,0.2,3,1.1,0-0,15,52,3.5,35,2.3,16,0,1,0
10,Dave Thomas,Dave Thomas2009,2009,NO,FB,196,4.3,0.5,0,3.7,0.1,Jan-00,0,0,0,0,0,0,0,0,0
11,Brad Hoover,Brad Hoover2009,2009,CAR,FB,332,4,-2.5,-2.2,7.4,1.3,0-0,20,52,2.6,36,1.8,18,1,0,1
12,Justin Griffith,Justin Griffith2009,2009,SEA,FB,289,3.9,-0.6,0.2,3.2,1.1,0-0,4,6,1.5,2,0.5,3,0,0,0
