#,Name,NameYear,Year,Team,Position,Snaps,Overall Rating,Pass Block Rating,Screen Block Rating,Run Block Rating,Penalty Rating,# of Pen,QB Sk,QB Ht,QB Hu,Passing Plays,Pass Block Snaps,Pass Block %,Sacks Allowed,Hits Allowed,Hurries Allowed,Total Pressure Allowed,PBE
36, Riley Reiff, Riley Reiff2012,2012,DET,T,336,6.4,2.7,0,6.4,-2.7,1-May,0,1,9,154,127,82.5,0,1,9,10,94.1
37, Chris Hairston, Chris Hairston2012,2012,BUF,T,583,5.4,1.6,0.5,4.3,-1,May-00,2,4,15,323,323,100,2,4,15,21,95
38, Demar Dotson, Demar Dotson2012,2012,TB,T,1012,5,7.5,-0.5,0.5,-2.5,3-Oct,7,8,26,588,587,99.8,7,8,26,41,94.5
39, Jeromey Clary, Jeromey Clary2012,2012,SD,T,859,4.8,-1.4,1,-0.7,5.9,Feb-00,10,3,24,460,460,100,10,3,23,36,93.6
40, Jared Gaither, Jared Gaither2012,2012,SD,T,249,4.6,-1.5,0.5,7.9,-2.3,Apr-00,4,2,6,130,130,100,4,2,6,12,92.3
41, Ryan Harris, Ryan Harris2012,2012,HST,T,416,4.3,2.3,2.5,-2.6,2.1,1-Jan,2,5,7,213,210,98.6,2,5,7,14,94.8
42, Marcus Cannon, Marcus Cannon2012,2012,NE,T,166,4.1,1.2,0.5,1.2,1.2,0-0,1,0,3,58,58,100,1,0,3,4,94.4
43, Mike Otto, Mike Otto2012,2012,TEN,T,275,3.9,5.7,0,-2.7,0.9,Jan-00,1,0,5,155,155,100,1,0,5,6,96.9
44, Tyron Smith, Tyron Smith2012,2012,DAL,T,979,3.8,-2.7,0,9.8,-3.3,Nov-00,3,4,37,591,591,100,3,4,36,42,94.4
45, Byron Stingily, Byron Stingily2012,2012,TEN,T,116,2.8,2.8,0,-0.8,0.8,0-0,0,1,1,61,61,100,0,1,1,2,97.5
46, Maurice Hurt, Maurice Hurt2012,2012,WAS,T,54,2.7,1.7,0,0.6,0.4,0-0,0,0,0,25,25,100,0,0,0,0,100
47, Kelechi Osemele, Kelechi Osemele2012,2012,BLT,T,1049,2.2,0.6,0.5,1.1,0,Jul-00,7,6,25,563,563,100,7,6,25,37,94.6
48, Barry Richardson, Barry Richardson2012,2012,SL,T,1061,2.1,0.3,0,0.5,1.3,1-Jun,7,13,24,600,600,100,7,13,24,44,94.2
49, Marcus Gilbert, Marcus Gilbert2012,2012,PIT,T,246,1.9,3.9,0.5,-2.2,-0.3,Feb-00,0,3,4,138,137,99.3,0,3,4,7,96.2
50, Bryant McKinnie, Bryant McKinnie2012,2012,BLT,T,132,1.8,1.4,0,0.6,-0.2,Jan-00,1,1,1,56,51,91.1,1,1,1,3,95.1
50, Nate Garner, Nate Garner2012,2012,MIA,T,313,1.8,-1.2,0,3.9,-0.9,Mar-00,2,0,11,166,166,100,2,0,11,13,93.8
52, Mike Johnson, Mike Johnson2012,2012,ATL,T,50,1.7,1.4,0,0,0.3,0-0,0,0,0,19,4,21.1,0,0,0,0,100
53, Jermon Bushrod, Jermon Bushrod2012,2012,NO,T,1130,1.5,-3.5,0.5,2,2.5,Jun-00,4,8,46,698,698,100,4,8,46,58,93.6
54, James Brewer, James Brewer2012,2012,NYG,T,15,1.3,0.2,0,1,0.1,0-0,0,0,0,2,2,100,0,0,0,0,100
55, Charles Brown, Charles Brown2012,2012,NO,T,124,1,1.9,0,-0.8,-0.1,Jan-00,1,1,1,54,51,94.4,1,1,1,3,95.1
55, Thomas Welch, Thomas Welch2012,2012,BUF,T,6,1,0,0,1,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
57, Bryce Harris, Bryce Harris2012,2012,NO,T,45,0.9,1.5,0,-0.9,0.3,0-0,0,0,0,21,21,100,0,0,0,0,100
58, Anthony Collins, Anthony Collins2012,2012,CIN,T,64,0.8,-0.1,0,0.5,0.4,0-0,0,0,2,19,19,100,0,0,2,2,92.1
59, Oniel Cousins, Oniel Cousins2012,2012,CLV,T,24,0.7,0.2,0,0.5,0,0-0,0,0,0,3,2,66.7,0,0,0,0,100
60, Bruce Campbell, Bruce Campbell2012,2012,CAR,T,13,0.5,0,0,0.5,0,0-0,0,1,0,5,4,80,0,1,0,1,81.3
61, Sam Young, Sam Young2012,2012,BUF,T,295,0.2,3.2,0,-3,0,Feb-00,1,3,4,160,159,99.4,1,3,4,8,96.1
62, Winston Justice, Winston Justice2012,2012,IND,T,793,0.1,2.7,0,-1.5,-1.1,1-Jul,3,6,26,478,478,100,3,6,26,35,94.4
63, Will Yeatman, Will Yeatman2012,2012,MIA,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63, Lamar Holmes, Lamar Holmes2012,2012,ATL,T,7,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63, David Molk, David Molk2012,2012,SD,T,2,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63, Chris Williams, Chris Williams2012,2012,CHI,T,6,0,0,0,0,0,0-0,0,0,0,11,11,100,1,1,1,3,77.3
63, Jamon Meredith, Jamon Meredith2012,2012,TB,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
68, Jeff Allen, Jeff Allen2012,2012,KC,T,48,-0.2,-0.1,0,-0.4,0.3,0-0,1,0,1,20,20,100,1,0,1,2,91.3
69, Jake Long, Jake Long2012,2012,MIA,T,745,-0.3,3.1,0,-1.9,-1.5,4-Jul,4,7,10,391,391,100,4,7,10,21,95.7
70, Dennis Roland, Dennis Roland2012,2012,CIN,T,107,-0.4,0.9,0,0,-1.3,Feb-00,0,0,1,28,18,64.3,0,0,1,1,95.8
70, Jermey Parnell, Jermey Parnell2012,2012,DAL,T,267,-0.4,2.3,-0.5,-0.9,-1.3,1-Mar,2,3,8,179,178,99.4,2,3,8,13,94.2
72, Chris Clark, Chris Clark2012,2012,DEN,T,66,-0.5,0.1,0,-0.9,0.3,0-0,0,0,1,15,13,86.7,0,0,1,1,94.2
73, Eric Olsen, Eric Olsen2012,2012,NO,T,13,-0.6,-0.7,0,0,0.1,0-0,0,0,1,3,3,100,0,0,1,1,75
74, Frank Omiyale, Frank Omiyale2012,2012,SEA,T,119,-0.7,-0.6,0,0.1,-0.2,Jan-00,0,2,0,46,46,100,0,2,0,2,96.7
75, Ty Nsekhe, Ty Nsekhe2012,2012,SL,T,8,-0.8,0.2,0,-1,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
75, Jeremy Trueblood, Jeremy Trueblood2012,2012,TB,T,82,-0.8,-0.4,0,-0.9,0.5,Jan-00,0,1,2,34,32,94.1,0,1,2,3,93
75, Garry Williams, Garry Williams2012,2012,CAR,T,162,-0.8,-0.5,0,-1.3,1,0-0,1,1,5,98,98,100,1,1,5,7,94.4
75, J'Marcus Webb, J'Marcus Webb2012,2012,CHI,T,1073,-0.8,1.4,0,-0.9,-1.3,2-Aug,7,5,29,558,558,100,7,5,29,41,94.2
79, Tony Hills, Tony Hills2012,2012,IND,T,17,-1,-0.6,0,-0.5,0.1,0-0,0,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79, Andrew Gardner, Andrew Gardner2012,2012,HST,T,14,-1,-0.6,0,-0.5,0.1,0-0,0,0,1,7,6,85.7,0,0,1,1,87.5
81, Mike Adams, Mike Adams2012,2012,PIT,T,497,-1.2,-3.8,1,0.3,1.3,Feb-00,7,3,15,281,281,100,7,3,15,25,92.7
82, Jeff Backus, Jeff Backus2012,2012,DET,T,1091,-1.3,8.4,0.5,-12.1,1.9,2-Jun,1,14,31,694,694,100,1,14,31,46,95
82, Reggie Wells, Reggie Wells2012,2012,SD,T,120,-1.3,2.2,0,-3.4,-0.1,Jan-00,2,0,2,68,68,100,2,0,2,4,94.9
84, Zach Strief, Zach Strief2012,2012,NO,T,806,-1.4,0.3,-0.5,-1.5,0.3,2-Jun,6,8,21,515,515,100,6,8,21,35,94.6
85, Chris Williams, Chris Williams2012,2012,SL,T,23,-1.5,-2.2,0,0.5,0.2,0-0,1,1,1,11,11,100,1,1,1,3,77.3
86, Kelvin Beachum, Kelvin Beachum2012,2012,PIT,T,314,-1.6,-0.4,0,-1.2,0,Feb-00,2,3,13,195,194,99.5,2,3,13,18,92.8
87, Sean Locklear, Sean Locklear2012,2012,NYG,T,656,-2,2.6,0,-3.5,-1.1,May-00,0,5,24,364,363,99.7,0,5,24,29,94
88, William Robinson, William Robinson2012,2012,NO,T,182,-2.2,-1.2,0,-2.2,1.2,0-0,3,1,7,113,113,100,3,1,7,11,92
89, Joe Barksdale, Joe Barksdale2012,2012,SL,T,126,-2.8,-1.8,0.5,-1.3,-0.2,Jan-00,2,3,2,73,73,100,2,3,2,7,92.1
90, Bryan Bulaga, Bryan Bulaga2012,2012,GB,T,587,-2.9,-0.7,0.5,-2.3,-0.4,1-May,4,3,20,358,358,100,4,3,20,27,94.1
91, Tony Bergstrom, Tony Bergstrom2012,2012,OAK,T,51,-3.1,-1.1,0,-1.4,-0.6,Jan-00,1,0,0,11,11,100,1,0,0,1,90.9
92, T.J. Lang, T.J. Lang2012,2012,GB,T,233,-3.4,-3.7,0,1.3,-1,Mar-00,3,3,4,117,117,100,3,3,4,10,92.9
93, Jordan Black, Jordan Black2012,2012,WAS,T,108,-3.5,-1.9,0,-1.3,-0.3,Jan-00,2,3,0,56,56,100,2,3,0,5,92.4
94, Bradley Sowell, Bradley Sowell2012,2012,IND,T,53,-4.7,-2,0,-3,0.3,0-0,0,3,2,20,20,100,0,3,2,5,81.3
94, Marshall Newhouse, Marshall Newhouse2012,2012,GB,T,1128,-4.7,5,0,-12.5,2.8,1-Jun,8,6,32,647,647,100,8,6,32,46,94.4
96, Wayne Hunter, Wayne Hunter2012,2012,SL,T,345,-5.6,-3.9,-0.5,-1.5,0.3,1-Mar,4,4,12,190,190,100,4,4,12,20,91.6
97, Cameron Bradfield, Cameron Bradfield2012,2012,JAX,T,764,-5.7,-2.2,0,-4.6,1.1,1-Jun,6,9,21,476,476,100,6,9,21,36,94
98, Michael Oher, Michael Oher2012,2012,BLT,T,1090,-5.9,-0.8,0,-6,0.9,1-Sep,10,9,26,601,597,99.3,10,9,26,45,93.9
99, Kevin Haslam, Kevin Haslam2012,2012,SD,T,294,-6.3,-4.3,1.5,-3.6,0.1,Feb-00,3,2,10,163,163,100,3,2,10,15,92.6
100, Donald Stephenson, Donald Stephenson2012,2012,KC,T,377,-6.5,-7.2,0,2.6,-1.9,May-00,5,7,9,170,165,97.1,5,7,9,21,89.7
101, Byron Bell, Byron Bell2012,2012,CAR,T,899,-6.7,-7.1,1,-2.8,2.2,2-May,6,4,35,467,467,100,6,4,35,45,92.5
101, Don Barclay, Don Barclay2012,2012,GB,T,330,-6.7,-6,0,0.5,-1.2,2-Apr,4,3,13,186,186,100,4,3,13,20,91.4
103, David Diehl, David Diehl2012,2012,NYG,T,487,-6.8,-7.1,0.5,-2.4,2.2,Jan-00,4,7,19,260,256,98.5,4,7,19,30,90.8
104, Erik Pears, Erik Pears2012,2012,BUF,T,385,-7.2,0.5,0,-5.3,-2.4,May-00,3,7,4,212,212,100,3,7,4,14,94.7
105, Jonathan Scott, Jonathan Scott2012,2012,CHI,T,341,-8.1,-7.3,0,-2,1.2,Jan-00,1,5,14,175,174,99.4,1,5,14,20,91.2
106, Khalif Barnes, Khalif Barnes2012,2012,OAK,T,571,-8.3,-0.5,0.5,-7.6,-0.7,May-00,4,3,18,336,336,100,4,3,18,25,94.1
107, Derek Newton, Derek Newton2012,2012,HST,T,773,-8.7,-0.3,1.5,-8.2,-1.7,Jul-00,4,5,18,379,379,100,4,5,18,27,94.4
108, Doug Free, Doug Free2012,2012,DAL,T,1057,-10.1,-4.2,0,0.4,-6.3,15-2,6,4,42,643,643,100,6,4,41,51,93.8
109, Nate Potter, Nate Potter2012,2012,ARZ,T,434,-10.6,-6.6,0,-4.9,0.9,Feb-00,7,5,12,273,273,100,7,5,12,24,92.8
110, Jeff Linkenbach, Jeff Linkenbach2012,2012,IND,T,348,-11.1,-8.6,0.5,-5.5,2.5,1-Jan,4,3,17,191,191,100,4,3,17,24,90.1
111, Breno Giacomini, Breno Giacomini2012,2012,SEA,T,1044,-11.7,-5.4,0,-1.9,-4.4,1-Dec,5,2,36,480,479,99.8,5,2,36,43,93
112, Dennis Kelly, Dennis Kelly2012,2012,PHI,T,477,-12.3,-6.5,0,-6.9,1.1,1-Feb,3,3,24,302,302,100,3,3,24,30,92.3
113, Max Starks, Max Starks2012,2012,PIT,T,1086,-12.7,-6.4,0.5,-11.5,4.7,Mar-00,5,8,40,626,625,99.8,5,8,40,53,93.4
114, Bobby Massie, Bobby Massie2012,2012,ARZ,T,1078,-13,-16.8,1,0,2.8,1-May,13,6,41,677,676,99.9,13,6,41,60,92.9
115, Guy Whimper, Guy Whimper2012,2012,JAX,T,392,-13.6,-9.2,0,-4.4,0,Apr-00,5,6,15,203,197,97,5,6,15,26,89.5
116, Gabe Carimi, Gabe Carimi2012,2012,CHI,T,734,-14.3,-20.3,0,9.1,-3.1,2-Oct,7,9,30,375,375,100,7,9,30,46,90.3
117, Willie Smith, Willie Smith2012,2012,OAK,T,519,-19,-18.7,0,-0.8,0.5,Mar-00,5,12,19,325,325,100,5,12,19,36,91.3
118, Jonathan Martin, Jonathan Martin2012,2012,MIA,T,1053,-21.9,-17.4,-0.5,-6,2,May-00,6,4,47,553,553,100,6,4,47,57,92
119, Tyler Polumbus, Tyler Polumbus2012,2012,WAS,T,964,-24.1,-18.9,1,-12.1,5.9,Jan-00,7,4,42,474,474,100,7,4,42,53,91.2
120, Demetress Bell, Demetress Bell2012,2012,PHI,T,462,-24.6,-13.8,-0.5,-4.9,-5.4,Sep-00,3,9,21,278,278,100,3,9,21,33,90.8
121, D'Anthony Batiste, D'Anthony Batiste2012,2012,ARZ,T,645,-38.6,-29.7,0.5,-6.2,-3.2,Aug-00,12,7,35,404,403,99.8,12,7,35,54,89.2
122, Michael Harris, Michael Harris2012,2012,SD,T,602,-43.4,-31.2,0,-7.8,-4.4,Sep-00,10,5,44,355,355,100,10,5,44,59,86.8
1, Jason Peters, Jason Peters2011,2011,PHI,T,954,36.9,20.8,2.5,13.1,0.5,1-Jul,3,1,17,570,570,100,3,1,17,21,97.1
2, Tyson Clabo, Tyson Clabo2011,2011,ATL,T,1147,24.4,17.1,0,6,1.3,1-Jul,4,8,16,635,635,100,4,8,16,28,96.5
3, Tyron Smith, Tyron Smith2011,2011,DAL,T,1074,24,13.2,0.5,9.5,0.8,1-Jul,8,2,20,620,620,100,8,2,20,30,96
3, David Stewart, David Stewart2011,2011,TEN,T,931,24,22.4,0.5,-3.2,4.3,Feb-00,4,7,8,547,547,100,4,7,8,19,97.2
5, Eugene Monroe, Eugene Monroe2011,2011,JAX,T,906,23,11,0,11,1,May-00,9,3,12,445,444,99.8,9,3,12,24,95.4
6, Duane Brown, Duane Brown2011,2011,HST,T,1071,22.4,14.7,1.5,2.8,3.4,1-Apr,0,4,22,497,497,100,0,4,22,26,96.1
7, Joe Thomas, Joe Thomas2011,2011,CLV,T,1087,21.8,26.7,0,-3.1,-1.8,1-Sep,3,3,15,654,654,100,3,3,15,21,97.5
8, Bryan Bulaga, Bryan Bulaga2011,2011,GB,T,710,21.6,11.2,0.5,10.5,-0.6,3-Jun,1,2,18,410,410,100,1,2,18,21,96.1
9, Andrew Whitworth, Andrew Whitworth2011,2011,CIN,T,1098,21.5,22.8,2,-4.4,1.1,1-Aug,3,3,14,584,582,99.7,3,3,14,20,97.3
10, Eric Winston, Eric Winston2011,2011,HST,T,1081,21.3,12.6,-2,12.2,-1.5,2-Sep,7,2,20,508,508,100,7,2,20,29,95.4
11, Jordan Gross, Jordan Gross2011,2011,CAR,T,992,21.1,7.4,3,9,1.7,1-Jun,4,6,30,560,558,99.6,4,6,30,40,94.4
12, Michael Roos, Michael Roos2011,2011,TEN,T,1045,20.5,11.5,1,5.4,2.6,May-00,1,9,25,619,619,100,1,9,25,35,95.7
13, Jermon Bushrod, Jermon Bushrod2011,2011,NO,T,1177,20.1,11.5,0.5,6.1,2,Jun-00,2,7,34,700,700,100,2,7,34,43,95.3
14, Zach Strief, Zach Strief2011,2011,NO,T,745,19.2,9.7,1,5.5,3,Feb-00,2,1,22,433,433,100,2,1,22,25,95.6
15, Matt Light, Matt Light2011,2011,NE,T,1059,18.3,10.1,1.5,4.5,2.2,May-00,4,7,24,602,601,99.8,4,7,24,35,95.5
16, Donald Penn, Donald Penn2011,2011,TB,T,1045,17.9,7.5,2.5,7.9,0,2-Jul,9,7,26,654,654,100,9,7,26,42,94.8
17, Jared Veldheer, Jared Veldheer2011,2011,OAK,T,1097,16.5,8.5,0.5,10,-2.5,1-Nov,4,3,28,565,563,99.6,4,3,28,35,95.2
18, Branden Albert, Branden Albert2011,2011,KC,T,1071,14.7,14.8,-0.5,2.6,-2.2,Oct-00,5,6,13,548,548,100,5,6,13,24,96.5
19, Todd Herremans, Todd Herremans2011,2011,PHI,T,1095,13.1,1,4.5,6.7,0.9,Jul-00,4,9,37,651,649,99.7,4,9,37,50,94.1
20, D'Brickashaw Ferguson, D'Brickashaw Ferguson2011,2011,NYJ,T,1128,12.2,12.4,1,-5.9,4.7,Mar-00,8,7,22,605,603,99.7,8,7,22,37,95.1
21, Jake Long, Jake Long2011,2011,MIA,T,801,12.1,9,0.5,2.2,0.4,May-00,5,6,15,425,423,99.5,5,6,15,26,95.1
22, Tony Pashos, Tony Pashos2011,2011,CLV,T,798,12,14.7,-1,-1,-0.7,1-Jun,7,0,15,479,478,99.8,7,0,15,22,96.2
23, Sebastian Vollmer, Sebastian Vollmer2011,2011,NE,T,346,11.9,4.5,0.5,5.5,1.4,Jan-00,3,2,3,205,205,100,3,2,3,8,96.7
24, Phil Loadholt, Phil Loadholt2011,2011,MIN,T,1024,11,-2,-0.5,16,-2.5,2-Oct,9,1,32,571,571,100,9,1,32,42,94.1
25, Demetress Bell, Demetress Bell2011,2011,BUF,T,400,10.5,5.2,0,2.6,2.7,0-0,1,1,7,237,237,100,1,1,7,9,97
26, Trent Williams, Trent Williams2011,2011,WAS,T,640,10.1,8.9,0.5,4.3,-3.6,Aug-00,2,4,13,372,372,100,2,4,13,19,96
27, Jared Gaither, Jared Gaither2011,2011,SD,T,317,9.8,9.2,0,1.5,-0.9,Mar-00,0,0,3,7,3,42.9,0,0,0,0,100
28, Andre Smith Jr., Andre Smith Jr.2011,2011,CIN,T,926,9,8.3,0.5,1.8,-1.6,Aug-00,3,8,16,504,503,99.8,3,8,16,27,95.8
28, Jeff Backus, Jeff Backus2011,2011,DET,T,1122,9,6.3,1,3.6,-1.9,4-Nov,7,4,36,711,711,100,7,4,36,47,94.8
30, Alex Boone, Alex Boone2011,2011,SF,T,177,7.1,3.2,0,4.7,-0.8,Feb-00,0,1,2,63,50,79.4,0,1,2,3,95.5
30, Joe Staley, Joe Staley2011,2011,SF,T,984,7.1,0.8,0.5,5.1,0.7,Jun-00,6,5,21,480,478,99.6,6,5,21,32,94.7
32, Erik Pears, Erik Pears2011,2011,BUF,T,1059,6.4,10.1,-0.5,-3.4,0.2,Jul-00,4,4,27,628,628,100,4,4,27,35,95.7
33, T.J. Lang, T.J. Lang2011,2011,GB,T,130,6.3,3.7,0,1.7,0.9,0-0,0,0,2,79,79,100,0,0,2,2,98.1
34, Harvey Dahl, Harvey Dahl2011,2011,SL,T,380,6.2,9.6,0,-1.9,-1.5,Apr-00,0,3,3,200,200,100,0,3,3,6,97.8
35, Anthony Collins, Anthony Collins2011,2011,CIN,T,176,6.1,5.2,1,-0.3,0.2,Jan-00,0,0,1,81,80,98.8,0,0,1,1,99.1
36, Nate Solder, Nate Solder2011,2011,NE,T,880,6,-0.8,0.5,5.3,1,1-May,3,4,26,467,434,92.9,3,4,26,33,94.1
37, Max Starks, Max Starks2011,2011,PIT,T,807,5.7,2,0,3.2,0.5,May-00,5,5,19,433,433,100,5,5,19,29,94.7
38, William Beatty, William Beatty2011,2011,NYG,T,683,5,-0.2,0.5,4,0.7,Apr-00,4,3,24,380,379,99.7,4,3,24,31,93.6
39, Demar Dotson, Demar Dotson2011,2011,TB,T,128,4.6,2.8,0,2,-0.2,Jan-00,0,1,2,70,52,74.3,0,1,2,3,95.7
40, Cameron Bradfield, Cameron Bradfield2011,2011,JAX,T,179,4.1,4.8,0,-1.8,1.1,0-0,1,1,2,97,96,99,1,1,2,4,96.6
41, Jeff Otah, Jeff Otah2011,2011,CAR,T,239,4,-0.1,0,4.4,-0.3,Feb-00,0,0,11,136,136,100,0,0,11,11,93.9
42, Marcus Gilbert, Marcus Gilbert2011,2011,PIT,T,832,3.7,10.5,0.5,-6.8,-0.5,Jun-00,8,2,11,453,453,100,8,2,11,21,96.1
43, Gosder Cherilus, Gosder Cherilus2011,2011,DET,T,1013,3.2,5.4,0,-4.6,2.4,Apr-00,9,5,26,627,627,100,9,5,26,40,94.9
44, Andy Levitre, Andy Levitre2011,2011,BUF,T,182,2.9,1.8,0,0.8,0.3,Jan-00,1,0,4,95,95,100,1,0,4,5,95.8
45, Paul McQuistan, Paul McQuistan2011,2011,SEA,T,281,2.3,-2,0,3.4,0.9,Jan-00,3,3,6,143,143,100,3,3,6,12,93.2
46, Michael Oher, Michael Oher2011,2011,BLT,T,1104,2.2,6.2,0.5,-2.1,-2.4,Oct-00,7,6,33,586,584,99.7,7,6,33,46,93.8
46, Willie Colon, Willie Colon2011,2011,PIT,T,64,2.2,1.7,0,1.6,-1.1,Feb-00,0,1,1,46,46,100,0,1,1,2,96.7
48, Marcus Cannon, Marcus Cannon2011,2011,NE,T,160,1.6,1.9,0,-1.3,1,0-0,0,1,3,76,76,100,0,1,3,4,96.1
48, Travelle Wharton, Travelle Wharton2011,2011,CAR,T,67,1.6,0.5,0.5,2.1,-1.5,1-Feb,1,0,3,43,43,100,1,0,3,4,92.4
50, Steve Maneri, Steve Maneri2011,2011,KC,T,29,1.5,0.8,0,0.5,0.2,0-0,0,0,0,12,4,33.3,0,0,0,0,100
51, King Dunlap, King Dunlap2011,2011,PHI,T,80,1.4,2.5,0,-0.5,-0.6,Jan-00,0,0,1,45,45,100,0,0,1,1,98.3
52, Orlando Franklin, Orlando Franklin2011,2011,DEN,T,1063,1.3,-0.8,0,0.8,1.3,1-Jun,6,7,28,493,493,100,6,7,28,41,93.5
53, Logan Mankins, Logan Mankins2011,2011,NE,T,12,1.1,0.5,0,0.5,0.1,0-0,0,0,0,7,7,100,0,0,0,0,100
54, Michael Toudouze, Michael Toudouze2011,2011,IND,T,9,0.7,0.6,0,0,0.1,0-0,0,0,0,8,8,100,0,0,0,0,100
55, Gabe Carimi, Gabe Carimi2011,2011,CHI,T,100,0.6,-0.2,0.5,-0.4,0.7,0-0,1,0,2,58,58,100,1,0,2,3,95.7
56, Patrick Brown, Patrick Brown2011,2011,MIN,T,42,0.5,0.8,0,0,-0.3,Jan-00,1,0,0,31,31,100,1,0,0,1,96.8
56, Bruce Campbell, Bruce Campbell2011,2011,OAK,T,5,0.5,0,0,0.5,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56, Ryan Diem, Ryan Diem2011,2011,IND,T,60,0.5,-0.5,0.5,0.1,0.4,0-0,0,1,2,36,36,100,0,1,2,3,93.8
56, Chilo Rachal, Chilo Rachal2011,2011,SF,T,4,0.5,0,0,0.5,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60, Ben Ijalana, Ben Ijalana2011,2011,IND,T,37,0.4,0.1,0,0,0.3,0-0,0,0,1,21,21,100,0,0,1,1,96.4
61, Tyronne Green, Tyronne Green2011,2011,SD,T,8,0.1,0.1,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61, Sam Young, Sam Young2011,2011,BUF,T,1,0.1,0.1,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61, Caleb Schlauderaff, Caleb Schlauderaff2011,2011,NYJ,T,3,0.1,0.1,0,0,0,0-0,0,0,0,2,2,100,0,0,0,0,100
61, Jamaal Jackson, Jamaal Jackson2011,2011,PHI,T,1,0.1,0.1,0,0,0,0-0,0,0,0,1,1,100,0,0,0,0,100
65, Joe Hawley, Joe Hawley2011,2011,ATL,T,2,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Ted Larsen, Ted Larsen2011,2011,TB,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Daniel Kilgore, Daniel Kilgore2011,2011,SF,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Russ Hochstein, Russ Hochstein2011,2011,DEN,T,2,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Jason Spitz, Jason Spitz2011,2011,JAX,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, John Greco, John Greco2011,2011,CLV,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Jamey Richard, Jamey Richard2011,2011,IND,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Mackenzy Bernadeau, Mackenzy Bernadeau2011,2011,CAR,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
65, Kyle DeVan, Kyle DeVan2011,2011,PHI,T,1,0,0,0,0,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
74, Winston Justice, Winston Justice2011,2011,PHI,T,84,-0.1,1.8,0,-2.4,0.5,0-0,0,0,1,37,37,100,0,0,1,1,98
75, Anthony Castonzo, Anthony Castonzo2011,2011,IND,T,713,-0.2,3.3,0,-2.4,-1.1,1-Jun,6,5,16,408,408,100,6,5,16,27,94.7
76, Derek Newton, Derek Newton2011,2011,HST,T,15,-0.3,0.1,0,0,-0.4,Jan-00,0,0,0,1,1,100,0,0,0,0,100
76, Lee Ziemba, Lee Ziemba2011,2011,CAR,T,15,-0.3,-0.4,0,0,0.1,0-0,0,0,1,2,2,100,0,0,1,1,62.5
76, Stacy Andrews, Stacy Andrews2011,2011,NYG,T,67,-0.3,1.3,0,-1,-0.6,Jan-00,0,0,0,20,4,20,0,0,0,0,100
79, Mike Tepper, Mike Tepper2011,2011,IND,T,9,-0.4,-0.5,0,0,0.1,0-0,0,0,1,7,7,100,0,0,1,1,89.3
80, Jermey Parnell, Jermey Parnell2011,2011,DAL,T,10,-0.5,0,0,-0.5,0,0-0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
80, Jim Cordle, Jim Cordle2011,2011,NYG,T,17,-0.5,0.4,0,-1,0.1,0-0,0,0,0,6,3,50,0,0,0,0,100
82, Pat McQuistan, Pat McQuistan2011,2011,NO,T,114,-0.6,-3.5,0,2.1,0.8,0-0,1,0,5,37,21,56.8,1,0,5,6,77.4
